OBJECTID,Shape,id_paradero,id_parada,id_ruta,nro_parada,direccion,tipo_parada,recorrido,codigo_ruta,nombre_ruta,sistema_ruta,tipo_ruta,empresa,longitud,latitud,x_origen_nacional,y_origen_nacional 
796,"(4715629.4215, 2247272.5571999997)",53073,90014042,90014,42.0,"CL 31 43A-100, Medellin",Reglamentaria,Origen-Destino,309D,Ruta de la Salud izquierda directa,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Coinvetrans,-75.57083584,6.23159595,4715629.4215,2247272.5572
797,"(4715422.1293, 2247353.5984000005)",52933,90014043,90014,43.0,"CL 31 45-14, Medellin",Reglamentaria,Origen-Destino,309D,Ruta de la Salud izquierda directa,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Coinvetrans,-75.57271214,6.23231948,4715422.1293,2247353.5984
798,"(4714054.4418, 2252905.732400002)",52172,90014013,90014,13.0,"CR 80 79-65, Medellin",Reglamentaria,Origen-Destino,309D,Ruta de la Salud izquierda directa,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Coinvetrans,-75.58531498,6.28245356,4714054.4418,2252905.7324
799,"(4714714.9009, 2252588.1241999995)",52511,90014010,90014,10.0,"CR 72A x CL 79, Medellin",Reglamentaria,Origen-Destino,309D,Ruta de la Salud izquierda directa,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Coinvetrans,-75.57933356,6.27961165,4714714.9009,2252588.1242
800,"(4714560.967400001, 2252382.651799999)",52430,90014009,90014,9.0,"CR 72A x CL 78B, Medellin",Reglamentaria,Origen-Destino,309D,Ruta de la Salud izquierda directa,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Coinvetrans,-75.5807152,6.2777472,4714560.9674,2252382.6518
801,"(4713222.9967, 2250594.0605000015)",51824,90014030,90014,30.0,"CL 50 77A-41, Medellin",Reglamentaria,Origen-Destino,309D,Ruta de la Salud izquierda directa,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Coinvetrans,-75.59272377,6.26151763,4713222.9967,2250594.0605
802,"(4713457.833500001, 2252072.2172000017)",51952,90014017,90014,17.0,"DG 80A con 65B, Medellin",Reglamentaria,Origen-Destino,309D,Ruta de la Salud izquierda directa,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Coinvetrans,-75.59066808,6.27489145,4713457.8335,2252072.2172
803,"(4713536.542500001, 2252277.3914)",51979,90014016,90014,16.0,"CR 80 x CL 75, Medellin",Reglamentaria,Origen-Destino,309D,Ruta de la Salud izquierda directa,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Coinvetrans,-75.58996612,6.27674986,4713536.5425,2252277.3914
804,"(4714360.824100001, 2252951.8565000016)",52336,90014062,90014,62.0,"CL 80 x CR 75, Medellin",Reglamentaria,Destino-Origen,309D,Ruta de la Salud izquierda directa,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Coinvetrans,-75.58254886,6.28288422,4714360.8241,2252951.8565
805,"(4713852.451500001, 2250284.2649000026)",52106,90014032,90014,32.0,"CL 50 x CR 70, Medellin",Reglamentaria,Origen-Destino,309D,Ruta de la Salud izquierda directa,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Coinvetrans,-75.58702308,6.25874498,4713852.4515,2250284.2649
806,"(4713663.273000001, 2252445.133300001)",52014,90014015,90014,15.0,"CR 80 76-95, Medellin",Reglamentaria,Origen-Destino,309D,Ruta de la Salud izquierda directa,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Coinvetrans,-75.58882862,6.278272,4713663.273,2252445.1333
807,"(4714431.6734, 2253152.7215)",52384,90014002,90014,2.0,"CL 84 x CR 75, Medellin",Reglamentaria,Origen-Destino,309D,Ruta de la Salud izquierda directa,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Coinvetrans,-75.58191769,6.28470333,4714431.6734,2253152.7215
808,"(4715980.161700002, 2248550.4699000027)",53282,90014050,90014,50.0,"CR 45 43-76, Medellin",Reglamentaria,Origen-Destino,309D,Ruta de la Salud izquierda directa,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Coinvetrans,-75.56772341,6.24316464,4715980.1617,2248550.4699
809,"(4713556.099300001, 2250432.644200001)",51997,90014031,90014,31.0,"CL 50 73-37, Medellin",Reglamentaria,Origen-Destino,309D,Ruta de la Salud izquierda directa,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Coinvetrans,-75.58970712,6.2600732,4713556.0993,2250432.6442
810,"(4712296.7375, 2250999.7623999994)",51436,90014026,90014,26.0,"CL 50A x CR 82A, Medellin",Reglamentaria,Origen-Destino,309D,Ruta de la Salud izquierda directa,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Coinvetrans,-75.60111031,6.26514394,4712296.7375,2250999.7624
811,"(4713667.8701, 2249331.4600000028)",52022,90014035,90014,35.0,"CR 70 x CL 44A, Medellin",Reglamentaria,Origen-Destino,309D,Ruta de la Salud izquierda directa,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Coinvetrans,-75.5886483,6.25012286,4713667.8701,2249331.46
812,"(4714575.7233, 2252819.5008000024)",52440,90014064,90014,64.0,"CL 80 74-24, Medellin",Reglamentaria,Destino-Origen,309D,Ruta de la Salud izquierda directa,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Coinvetrans,-75.58060134,6.28169723,4714575.7233,2252819.5008
813,"(4714665.8188, 2252705.161000002)",52499,90014063,90014,63.0,"CL 80 x CR 72A, Medellin",Reglamentaria,Destino-Origen,309D,Ruta de la Salud izquierda directa,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Coinvetrans,-75.57978223,6.28066755,4714665.8188,2252705.161
814,"(4715736.8625, 2247972.9125999995)",53156,90014048,90014,48.0,"CL 38 37-74, Medellin",Reglamentaria,Origen-Destino,309D,Ruta de la Salud izquierda directa,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Coinvetrans,-75.56989603,6.23793238,4715736.8625,2247972.9126
815,"(4712665.901900001, 2251117.121099999)",51616,90014022,90014,22.0,"CL 52B 81-50, Medellin",Reglamentaria,Origen-Destino,309D,Ruta de la Salud izquierda directa,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Coinvetrans,-75.5977803,6.26622146,4712665.9019,2251117.1211
816,"(4712655.065900001, 2250827.375500003)",51614,90014028,90014,28.0,"CL 50 81-27, Medellin",Reglamentaria,Origen-Destino,309D,Ruta de la Salud izquierda directa,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Coinvetrans,-75.59786523,6.26360153,4712655.0659,2250827.3755
817,"(4714232.438799999, 2252577.930900002)",52257,90014060,90014,60.0,"CL 78B x CR 72A, Medellin",Reglamentaria,Destino-Origen,309D,Ruta de la Salud izquierda directa,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Coinvetrans,-75.58369215,6.27949799,4714232.4388,2252577.9309
818,"(4714370.5545000015, 2253450.5878000017)",52340,90014001,90014,1.0,"CL 90 76A-12, Medellin",Reglamentaria,Origen-Destino,309D,Ruta de la Salud izquierda directa,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Coinvetrans,-75.5824832,6.28739349,4714370.5545,2253450.5878
819,"(4714483.655, 2253021.922700003)",52403,90014065,90014,65.0,"CR 75 81-06, Medellin",Reglamentaria,Destino-Origen,309D,Ruta de la Salud izquierda directa,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Coinvetrans,-75.5814422,6.28352314,4714483.655,2253021.9227
820,"(4715376.1016, 2248809.1762000024)",52911,90014038,90014,38.0,"CL 44 x CR 52A, Medellin",Reglamentaria,Origen-Destino,309D,Ruta de la Salud izquierda directa,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Coinvetrans,-75.57319219,6.24547686,4715376.1016,2248809.1762
821,"(4716222.623100001, 2248851.9131000023)",53429,90014051,90014,51.0,"CR 45 47-52, Medellin",Reglamentaria,Origen-Destino,309D,Ruta de la Salud izquierda directa,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Coinvetrans,-75.56554616,6.24590059,4716222.6231,2248851.9131
822,"(4714422.865300001, 2253173.5786000025)",52380,90014066,90014,66.0,"CL 84 x CR 75, Medellin",Reglamentaria,Destino-Origen,309D,Ruta de la Salud izquierda directa,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Coinvetrans,-75.58199821,6.28489149,4714422.8653,2253173.5786
823,"(4714950.3888, 2251584.1114000045)",52631,90014057,90014,57.0,"CL 71 65-150, Medellin",Reglamentaria,Destino-Origen,309D,Ruta de la Salud izquierda directa,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Coinvetrans,-75.57716129,6.27054522,4714950.3888,2251584.1114
824,"(4712301.0956, 2251200.109099999)",51438,90014024,90014,24.0,"CL 51 83-96, Medellin",Reglamentaria,Origen-Destino,309D,Ruta de la Salud izquierda directa,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Coinvetrans,-75.60107991,6.26695537,4712301.0956,2251200.1091
825,"(4713160.477200001, 2251869.1319999993)",51813,90014019,90014,19.0,"CR 80 x CL 64A, Medellin",Reglamentaria,Origen-Destino,309D,Ruta de la Salud izquierda directa,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Coinvetrans,-75.59334557,6.27304215,4713160.4772,2251869.132
826,"(4712944.2035, 2251554.7458999995)",51740,90014020,90014,20.0,"CR 80 57-, Medellin",Reglamentaria,Origen-Destino,309D,Ruta de la Salud izquierda directa,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Coinvetrans,-75.5952855,6.27019026,4712944.2035,2251554.7459
827,"(4715056.830500001, 2251163.5299000014)",52683,90014056,90014,56.0,"CL 67 x DG 64E, Medellin",Reglamentaria,Destino-Origen,309D,Ruta de la Salud izquierda directa,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Coinvetrans,-75.57618093,6.26674762,4715056.8305,2251163.5299
828,"(4714506.1879, 2252354.8718000036)",52416,90014005,90014,5.0,"CR 72A 78B-47, Medellin",Reglamentaria,Origen-Destino,309D,Ruta de la Salud izquierda directa,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Coinvetrans,-75.58120889,6.27749361,4714506.1879,2252354.8718
829,"(4715563.568400001, 2247934.028900003)",53041,90014047,90014,47.0,"CL 37 46-29, Medellin",Reglamentaria,Origen-Destino,309D,Ruta de la Salud izquierda directa,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Coinvetrans,-75.57145992,6.23757321,4715563.5684,2247934.0289
830,"(4715402.0717, 2247858.7129999995)",52922,90014046,90014,46.0,"CR 50 35-70, Medellin",Reglamentaria,Origen-Destino,309D,Ruta de la Salud izquierda directa,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Coinvetrans,-75.57291562,6.23688517,4715402.0717,2247858.713
831,"(4714579.5005, 2252253.525700001)",52444,90014059,90014,59.0,"CL 78B 69-240, Medellin",Reglamentaria,Destino-Origen,309D,Ruta de la Salud izquierda directa,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Coinvetrans,-75.580542,6.27658064,4714579.5005,2252253.5257
832,"(4712393.2898, 2248718.627200002)",51487,90015059,90015,59.0,"CR 80 36-43, Medellin",Reglamentaria,Destino-Origen,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.60013603,6.24452572,4712393.2898,2248718.6272
833,"(4712703.201600001, 2247524.8400999997)",51643,90015010,90015,10.0,"CR 77 77-11, Medellin",Reglamentaria,Origen-Destino,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.59728303,6.23374711,4712703.2016,2247524.8401
834,"(4713903.726100001, 2248122.9058999997)",52134,90015016,90015,16.0,"CL 33 65C-145, Medellin",Reglamentaria,Origen-Destino,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.58646382,6.23920733,4713903.7261,2248122.9059
835,"(4712056.838000001, 2247997.964399999)",51297,90015065,90015,65.0,"CR 81 32EE-25, Medellin",Reglamentaria,Destino-Origen,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.60314344,6.23799556,4712056.838,2247997.9644
836,"(4711537.3903, 2247600.7704000026)",51090,90015072,90015,72.0,"CL 32 84-20, Medellin",Reglamentaria,Destino-Origen,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.60781844,6.23438154,4711537.3903,2247600.7704
837,"(4713267.7661, 2250012.2635000013)",51851,90015047,90015,47.0,"CL 48 x CR 73, Medellin",Reglamentaria,Destino-Origen,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.59229335,6.25625988,4713267.7661,2250012.2635
838,"(4711535.6939, 2247590.871500002)",51089,90015001,90015,1.0,"CL 32 84-01, Medellin",Reglamentaria,Origen-Destino,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.60783333,6.23429197,4711535.6939,2247590.8715
839,"(4711721.692800001, 2247382.643199999)",51149,90015068,90015,68.0,"CR 83 x CL 30A  , Medellin",Reglamentaria,Destino-Origen,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.60614371,6.23241781,4711721.6928,2247382.6432
840,"(4712187.642399999, 2247530.4628000017)",51387,90015007,90015,7.0,"CL 31A 80C-23, Medellin",Reglamentaria,Origen-Destino,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.60194089,6.23377497,4712187.6424,2247530.4628
841,"(4714491.3486, 2250016.5253)",52414,90015041,90015,41.0,"CL 50 65-14, Medellin",Reglamentaria,Destino-Origen,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.581239,6.25635287,4714491.3486,2250016.5253
842,"(4714125.8259000005, 2249704.2752)",52216,90015043,90015,43.0,"CR 67 48-01, Medellin",Reglamentaria,Destino-Origen,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.58452747,6.2535137,4714125.8259,2249704.2752
843,"(4712182.179300001, 2247100.8430000003)",51388,90015005,90015,5.0,"CR 81 28-46, Medellin",Reglamentaria,Origen-Destino,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.60197109,6.22989076,4712182.1793,2247100.843
844,"(4715837.016900001, 2249316.9589000028)",53215,90015035,90015,35.0,"CL 50 51-24, Medellin",Reglamentaria,Destino-Origen,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.56905045,6.25008793,4715837.0169,2249316.9589
845,"(4712773.0857, 2249544.2387000024)",51675,90015053,90015,53.0,"CR 78 x CL 45A, Medellin",Reglamentaria,Destino-Origen,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.59674166,6.25200661,4712773.0857,2249544.2387
846,"(4713952.809600001, 2249739.6893000025)",52139,90015044,90015,44.0,"CL 48 x CR 68, Medellin",Reglamentaria,Destino-Origen,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.58609217,6.25382617,4713952.8096,2249739.6893
847,"(4712424.374100001, 2248939.7381999996)",51505,90015058,90015,58.0,"CR 80 38A-, Medellin",Reglamentaria,Destino-Origen,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.59986507,6.24652606,4712424.3741,2248939.7382
848,"(4712165.916600001, 2248574.1169000026)",51371,90015062,90015,62.0,"CL 35 80B-14, Medellin",Reglamentaria,Destino-Origen,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.60218372,6.24320912,4712165.9166,2248574.1169
849,"(4712384.075200002, 2248560.2803000007)",51483,90015060,90015,60.0,"CR 80 35-39, Medellin",Reglamentaria,Destino-Origen,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.60021221,6.24309377,4712384.0752,2248560.2803
850,"(4711569.691800001, 2247346.889200002)",51109,90015070,90015,70.0,"CR 84 30A-30, Medellin",Reglamentaria,Destino-Origen,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.60751529,6.23208778,4711569.6918,2247346.8892
851,"(4716199.270100002, 2249070.857500002)",53418,90015033,90015,33.0,"CR 48 49-15, Medellin",Reglamentaria,Destino-Origen,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.56576679,6.24787898,4716199.2701,2249070.8575
852,"(4712091.456600001, 2248511.5087)",51308,90015063,90015,63.0,"CR 81 34A-127, Medellin",Reglamentaria,Destino-Origen,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.60285362,6.24263978,4712091.4566,2248511.5087
853,"(4712799.428400001, 2249828.356499998)",51692,90015051,90015,51.0,"CR 78 x CL 45E, Medellin",Reglamentaria,Destino-Origen,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.59651635,6.25457636,4712799.4284,2249828.3565
854,"(4715789.6718, 2248098.658400001)",53193,90015024,90015,24.0,"CR 45 39-22, Medellin",Reglamentaria,Origen-Destino,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.56942447,6.23907154,4715789.6718,2248098.6584
855,"(4711721.692800001, 2247382.643199999)",51149,90015002,90015,2.0,"CR 83 x CL 30A  , Medellin",Reglamentaria,Origen-Destino,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.60614371,6.23241781,4711721.6928,2247382.6432
856,"(4712071.600700001, 2248224.8000000026)",51303,90015064,90015,64.0,"CR 81 33AA-31, Medellin",Reglamentaria,Destino-Origen,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.6030202,6.24004692,4712071.6007,2248224.8
857,"(4713169.6853, 2250164.2901000027)",51822,90015048,90015,48.0,"CL 48 x CR 76, Medellin",Reglamentaria,Destino-Origen,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.59318625,6.2576299,4713169.6853,2250164.2901
858,"(4715878.1597, 2248308.3355)",53231,90015025,90015,25.0,"CR 45 41-20, Medellin",Reglamentaria,Origen-Destino,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.56863427,6.24097107,4715878.1597,2248308.3355
859,"(4712005.7974, 2247038.3850999996)",51279,90015004,90015,4.0,"CL 28 x CR 81A, Medellin",Reglamentaria,Origen-Destino,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.60356175,6.22931824,4712005.7974,2247038.3851
860,"(4716107.0095, 2248686.0571)",53360,90015028,90015,28.0,"CR 45 44-140, Medellin",Reglamentaria,Origen-Destino,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.56658337,6.24439604,4716107.0095,2248686.0571
861,"(4711794.765200002, 2247606.2578999996)",51191,90015067,90015,67.0,"CL 32 82C-16, Medellin",Reglamentaria,Destino-Origen,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.60549355,6.23444265,4711794.7652,2247606.2579
862,"(4714259.9432, 2248135.984500002)",52287,90015018,90015,18.0,"CL 33 65-11, Medellin",Reglamentaria,Origen-Destino,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.58324623,6.23934136,4714259.9432,2248135.9845
863,"(4712752.3101, 2249356.6296999995)",51669,90015054,90015,54.0,"CR 78 44-05, Medellin",Reglamentaria,Destino-Origen,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.59692098,6.2503096,4712752.3101,2249356.6297
864,"(4712728.521800001, 2249132.525100002)",51650,90015056,90015,56.0,"CR 78 41-27, Medellin",Reglamentaria,Destino-Origen,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.5971259,6.24828252,4712728.5218,2249132.5251
865,"(4712776.737700002, 2247623.542200001)",51683,90015011,90015,11.0,"CR 76A 32-116, Medellin",Reglamentaria,Origen-Destino,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.59662308,6.2346427,4712776.7377,2247623.5422
866,"(4712525.662600001, 2249017.9355000015)",51558,90015057,90015,57.0,"CL 38B 79-18, Medellin",Reglamentaria,Destino-Origen,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.59895349,6.24723752,4712525.6626,2249017.9355
867,"(4713790.791000002, 2249793.8045000006)",52073,90015045,90015,45.0,"CL 48 x CR 68, Medellin",Reglamentaria,Destino-Origen,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.58755834,6.25430819,4713790.791,2249793.8045
868,"(4711751.553499999, 2247271.1216)",51166,90015003,90015,3.0,"CR 83 x  30  , Medellin",Reglamentaria,Origen-Destino,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.60586897,6.23141094,4711751.5535,2247271.1216
869,"(4716222.623100001, 2248851.9131000023)",53429,90015029,90015,29.0,"CR 45 47-52, Medellin",Reglamentaria,Origen-Destino,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.56554616,6.24590059,4716222.6231,2248851.9131
870,"(4713018.9231, 2248096.4134)",51791,90015015,90015,15.0,"CL 33 74E-41, Medellin",Reglamentaria,Origen-Destino,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.59445618,6.23892849,4713018.9231,2248096.4134
871,"(4716274.305500001, 2248923.0861000028)",53462,90015030,90015,30.0,"CR 45 48-44, Medellin",Reglamentaria,Origen-Destino,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.56508237,6.24654632,4716274.3055,2248923.0861
872,"(4712800.880900002, 2247811.0478000045)",51697,90015012,90015,12.0,"CR 76 32C-06, Medellin",Reglamentaria,Origen-Destino,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.59641331,6.23633893,4712800.8809,2247811.0478
873,"(4715342.229, 2248027.9783000015)",52867,90015020,90015,20.0,"CL 37 51-35, Medellin",Reglamentaria,Origen-Destino,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.57346372,6.2384128,4715342.229,2248027.9783
874,"(4712842.5126, 2250073.8183000013)",51710,90015050,90015,50.0,"CR 78 x CL 47, Medellin",Reglamentaria,Destino-Origen,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.59613806,6.25679738,4712842.5126,2250073.8183
875,"(4714117.126000001, 2248127.7276999988)",52214,90015017,90015,17.0,"CL 33 65B-61, Medellin",Reglamentaria,Origen-Destino,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.58453612,6.23926039,4714117.126,2248127.7277
876,"(4712172.936600001, 2247371.7897000015)",51383,90015006,90015,6.0,"CR 81 30A-44, Medellin",Reglamentaria,Origen-Destino,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.60206667,6.23233983,4712172.9366,2247371.7897
877,"(4712577.6967, 2247462.7095999997)",51583,90015009,90015,9.0,"CL 31A x CR 78, Medellin",Reglamentaria,Origen-Destino,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.59841408,6.23317983,4712577.6967,2247462.7096
878,"(4712848.2017, 2248091.737300001)",51718,90015014,90015,14.0,"CL 33 75C-91, Medellin",Reglamentaria,Origen-Destino,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.5959983,6.23887861,4712848.2017,2248091.7373
879,"(4712362.5705, 2247430.4311000034)",51474,90015008,90015,8.0,"CL 31A 79-99, Medellin",Reglamentaria,Origen-Destino,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.60035612,6.23287843,4712362.5705,2247430.4311
880,"(4716334.2849, 2249009.033800002)",53499,90015031,90015,31.0,"CR 45 49-46, Medellin",Reglamentaria,Origen-Destino,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.56454427,6.247326,4716334.2849,2249009.0338
881,"(4715479.1368, 2247967.855600003)",52973,90015022,90015,22.0,"CL 37 48-41, Medellin",Reglamentaria,Origen-Destino,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.5722242,6.2378753,4715479.1368,2247967.8556
882,"(4715645.715100001, 2249412.2958000023)",53078,90015036,90015,36.0,"CL 50 53-48, Medellin",Reglamentaria,Destino-Origen,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.570783,6.25094139,4715645.7151,2249412.2958
883,"(4712739.51, 2249229.521300001)",51658,90015055,90015,55.0,"CR 78 42-47, Medellin",Reglamentaria,Destino-Origen,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.59703095,6.24915991,4712739.51,2249229.5213
884,"(4714255.989200001, 2250007.5380000006)",52277,90015042,90015,42.0,"CR 67 48D-147, Medellin",Reglamentaria,Destino-Origen,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.58336498,6.25626116,4714255.9892,2250007.538
885,"(4716019.4211, 2249147.2909999993)",53304,90015034,90015,34.0,"DG 50 49-14, Medellin",Reglamentaria,Destino-Origen,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.56739502,6.24856206,4716019.4211,2249147.291
886,"(4713556.035199999, 2249746.8906999994)",51989,90015046,90015,46.0,"CL 48 x CR 70, Medellin",Reglamentaria,Destino-Origen,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.58967716,6.25387361,4713556.0352,2249746.8907
887,"(4714557.294300001, 2248145.075200001)",52447,90015019,90015,19.0,"CL 33 x CR 63B, Medellin",Reglamentaria,Origen-Destino,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.58056027,6.23943673,4714557.2943,2248145.0752
888,"(4712143.419600001, 2247660.9382000025)",51353,90015066,90015,66.0,"CR 81 32-63, Medellin",Reglamentaria,Destino-Origen,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.60234622,6.23495255,4712143.4196,2247660.9382
889,"(4715396.693800001, 2248005.1368000004)",52925,90015021,90015,21.0,"CL 37 50-39, Medellin",Reglamentaria,Origen-Destino,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.57297066,6.23820871,4715396.6938,2248005.1368
890,"(4712931.739100002, 2250247.2839)",51736,90015049,90015,49.0,"CL 48 x CR 77B, Medellin",Reglamentaria,Destino-Origen,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.59533969,6.25836958,4712931.7391,2250247.2839
891,"(4711699.2708, 2247322.991200002)",51140,90015069,90015,69.0,"CL 30A x CR 83, Medellin",Reglamentaria,Destino-Origen,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.6063436,6.23187753,4711699.2708,2247322.9912
892,"(4712791.3435, 2247939.6614000015)",51693,90015013,90015,13.0,"CR 76 32E-16, Medellin",Reglamentaria,Origen-Destino,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.5965052,6.23750123,4712791.3435,2247939.6614
893,"(4714723.263900001, 2249901.758300001)",52522,90015040,90015,40.0,"CL 50 64A-01, Medellin",Reglamentaria,Destino-Origen,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.57913864,6.2553256,4714723.2639,2249901.7583
894,"(4711565.2132, 2247466.163200002)",51105,90015071,90015,71.0,"CR 84 31-56, Medellin",Reglamentaria,Destino-Origen,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.60756108,6.23316587,4711565.2132,2247466.1632
895,"(4715980.161700002, 2248550.4699000027)",53282,90015027,90015,27.0,"CR 45 43-76, Medellin",Reglamentaria,Origen-Destino,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.56772341,6.24316464,4715980.1617,2248550.4699
896,"(4712319.0727, 2248536.268600002)",51455,90015061,90015,61.0,"CL 35 80-62, Medellin",Reglamentaria,Destino-Origen,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.60079839,6.24287379,4712319.0727,2248536.2686
897,"(4715634.0549, 2247900.6403)",53075,90015023,90015,23.0,"CL 37 45-51, Medellin",Reglamentaria,Origen-Destino,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.57082165,6.23727446,4715634.0549,2247900.6403
898,"(4715555.9936, 2249462.129800001)",53026,90015037,90015,37.0,"CL 50 54-42, Medellin",Reglamentaria,Destino-Origen,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.5715958,6.25138795,4715555.9936,2249462.1298
899,"(4716419.6143, 2249128.040600002)",53554,90015032,90015,32.0,"CR 45 x CL 50, Medellin",Reglamentaria,Destino-Origen,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.56377859,6.24840567,4716419.6143,2249128.0406
900,"(4715057.3196, 2249730.8657000046)",52684,90015039,90015,39.0,"CR 62 x CL 50, Medellin",Reglamentaria,Destino-Origen,315,Circular 315,Circular 315 Y 316,Circular,Santra,-75.576113,6.25379543,4715057.3196,2249730.8657
