OBJECTID,Shape,id_paradero,id_parada,id_ruta,nro_parada,direccion,tipo_parada,recorrido,codigo_ruta,nombre_ruta,sistema_ruta,tipo_ruta,empresa,longitud,latitud,x_origen_nacional,y_origen_nacional 
6113,"(4718179.538500001, 2249119.0043)",54527,90252005,90252,5.0,"CR 27 x CL 57C, Medellin",Reglamentaria,Origen-Destino,105,El Faro,6F,Directa Centro,Cootransmallat,-75.54787788,6.24840127,4718179.5385,2249119.0043
6114,"(4717106.1965000015, 2248671.205499999)",53958,90252016,90252,16.0,"CL 50 x CR 36, Medellin",Reglamentaria,Destino-Origen,105,El Faro,6F,Directa Centro,Cootransmallat,-75.55755552,6.24430573,4717106.1965,2248671.2055
6115,"(4716734.855700001, 2249423.7542000003)",53733,90252011,90252,11.0,"CR 43 55-35, Medellin",Reglamentaria,Origen-Destino,105,El Faro,6F,Directa Centro,Cootransmallat,-75.56094352,6.25109302,4716734.8557,2249423.7542
6116,"(4718873.8532, 2249847.3057000004)",54859,90252002,90252,2.0,"CR 19 59C-183, Medellin",Reglamentaria,Origen-Destino,105,El Faro,6F,Directa Centro,Cootransmallat,-75.54163674,6.25501613,4718873.8532,2249847.3057
6117,"(4717836.786500002, 2249197.1818000004)",54357,90252021,90252,21.0,"CL 58 30-89, Medellin",Reglamentaria,Destino-Origen,105,El Faro,6F,Directa Centro,Cootransmallat,-75.55097797,6.24909305,4717836.7865,2249197.1818
6118,"(4718048.176900001, 2249258.3322)",54455,90252006,90252,6.0,"CL 58 x CR 28A, Medellin",Reglamentaria,Origen-Destino,105,El Faro,6F,Directa Centro,Cootransmallat,-75.5490708,6.24965516,4718048.1769,2249258.3322
6119,"(4717559.6718, 2249218.8928999994)",54232,90252020,90252,20.0,"CL 58 35-45, Medellin",Reglamentaria,Destino-Origen,105,El Faro,6F,Directa Centro,Cootransmallat,-75.55348257,6.24927718,4717559.6718,2249218.8929
6120,"(4716469.850200001, 2248368.5825000014)",53588,90252015,90252,15.0,"CL 44 x CR 40, Medellin",Reglamentaria,Destino-Origen,105,El Faro,6F,Directa Centro,Cootransmallat,-75.56329132,6.24154181,4716469.8502,2248368.5825
6121,"(4718493.436800002, 2249207.7409000006)",54710,90252004,90252,4.0,"CL 57C 23-114, Medellin",Reglamentaria,Origen-Destino,105,El Faro,6F,Directa Centro,Cootransmallat,-75.54504578,6.24921727,4718493.4368,2249207.7409
6122,"(4717565.495500001, 2249231.99)",55173,90252008,90252,8.0,CL 58 35-56 VILLA HERMOSA,Reglamentaria,Origen-Destino,105,El Faro,6F,Directa Centro,Cootransmallat,-75.55343053,6.24939584,4717565.4955,2249231.99
6123,"(4717224.896499999, 2249282.4677000027)",54030,90252019,90252,19.0,"CL 58 38-41, Medellin",Reglamentaria,Destino-Origen,105,El Faro,6F,Directa Centro,Cootransmallat,-75.55650995,6.24983724,4717224.8965,2249282.4677
6124,"(4717080.5289, 2249126.6611)",53941,90252018,90252,18.0,"CR 39 x CL 54, Medellin",Reglamentaria,Destino-Origen,105,El Faro,6F,Directa Centro,Cootransmallat,-75.55780742,6.24842228,4717080.5289,2249126.6611
6125,"(4717831.485, 2249208.5063000005)",54355,90252007,90252,7.0,"CL 58 30-80 , Medellin",Reglamentaria,Origen-Destino,105,El Faro,6F,Directa Centro,Cootransmallat,-75.55102636,6.2491952,4717831.485,2249208.5063
6126,"(4718737.7673, 2249529.6739000026)",54810,90252003,90252,3.0,"CR 21 59-27, Medellin",Reglamentaria,Origen-Destino,105,El Faro,6F,Directa Centro,Cootransmallat,-75.54285237,6.25213851,4718737.7673,2249529.6739
6127,"(4719220.6262, 2249672.0736)",55223,90252028,90252,28.0,PRUEBA GIS,Reglamentaria,Destino-Origen,105,El Faro,6F,Directa Centro,Cootransmallat,-75.53849604,6.25344703,4719220.6262,2249672.0736
6128,"(4717000.207200001, 2248994.7130999994)",53900,90252017,90252,17.0,"CR 39 x CL 51, Medellin",Reglamentaria,Destino-Origen,105,El Faro,6F,Directa Centro,Cootransmallat,-75.5585273,6.24722584,4717000.2072,2248994.7131
6129,"(4716883.998000001, 2249589.6961000003)",53820,90252010,90252,10.0,"CL 58 42-56, Medellin",Reglamentaria,Origen-Destino,105,El Faro,6F,Directa Centro,Cootransmallat,-75.55960336,6.25259983,4716883.998,2249589.6961
6130,"(4716845.016200002, 2249048.058500001)",53789,90252012,90252,12.0,"CR 40 52-07, Medellin",Reglamentaria,Origen-Destino,105,El Faro,6F,Directa Centro,Cootransmallat,-75.55993173,6.2477013,4716845.0162,2249048.0585
6131,"(4719050.756600001, 2249740.0786000006)",55165,90252001,90252,1.0,CR 18B-18B Llanaditas MEDELLIN,Reglamentaria,Origen-Destino,105,El Faro,6F,Directa Centro,Cootransmallat,-75.54003376,6.25405444,4719050.7566,2249740.0786
6132,"(4716500.496100002, 2248967.839299999)",53602,90252013,90252,13.0,"CR 43 49-57, Medellin",Reglamentaria,Origen-Destino,105,El Faro,6F,Directa Centro,Cootransmallat,-75.56304081,6.24696089,4716500.4961,2248967.8393
6133,"(4717331.9093, 2249284.6104000024)",54108,90252009,90252,9.0,"CL 58 37-28, Medellin",Reglamentaria,Origen-Destino,105,El Faro,6F,Directa Centro,Cootransmallat,-75.55554322,6.24986131,4717331.9093,2249284.6104
6134,"(4716146.3771, 2248574.7125000004)",53392,90254012,90254,12.0,"CR 43B 44-27, Medellin",Reglamentaria,Origen-Destino,106,Tres Esquinas,6F,Directa Centro,Cootransmallat,-75.5662228,6.24339113,4716146.3771,2248574.7125
6135,"(4716734.855700001, 2249423.7542000003)",53733,90254008,90254,8.0,"CR 43 55-35, Medellin",Reglamentaria,Origen-Destino,106,Tres Esquinas,6F,Directa Centro,Cootransmallat,-75.56094352,6.25109302,4716734.8557,2249423.7542
6136,"(4717080.5289, 2249126.6611)",53941,90254015,90254,15.0,"CR 39 x CL 54, Medellin",Reglamentaria,Destino-Origen,106,Tres Esquinas,6F,Directa Centro,Cootransmallat,-75.55780742,6.24842228,4717080.5289,2249126.6611
6137,"(4716794.0239, 2248885.885800002)",55176,90254010,90254,10.0,CR 40 X CL 50A,Reglamentaria,Origen-Destino,106,Tres Esquinas,6F,Directa Centro,Cootransmallat,-75.5603853,6.24623289,4716794.0239,2248885.8858
6138,"(4717000.207200001, 2248994.7130999994)",53900,90254014,90254,14.0,"CR 39 x CL 51, Medellin",Reglamentaria,Destino-Origen,106,Tres Esquinas,6F,Directa Centro,Cootransmallat,-75.5585273,6.24722584,4717000.2072,2248994.7131
6139,"(4718168.4731, 2249123.8955000043)",54543,90254018,90254,18.0,"CL 57CC x CR 26, Medellin",Reglamentaria,Destino-Origen,106,Tres Esquinas,6F,Directa Centro,Cootransmallat,-75.54797807,6.24844501,4718168.4731,2249123.8955
6140,"(4716883.998000001, 2249589.6961000003)",53820,90254007,90254,7.0,"CL 58 42-56, Medellin",Reglamentaria,Origen-Destino,106,Tres Esquinas,6F,Directa Centro,Cootransmallat,-75.55960336,6.25259983,4716883.998,2249589.6961
6141,"(4718904.1299, 2249163.7627000045)",54869,90254001,90254,1.0,"CL 56HH 56HG-48, Medellin",Reglamentaria,Origen-Destino,106,Tres Esquinas,6F,Directa Centro,Cootransmallat,-75.54133334,6.24883762,4718904.1299,2249163.7627
6142,"(4717836.786500002, 2249197.1818000004)",54357,90254017,90254,17.0,"CL 58 30-89, Medellin",Reglamentaria,Destino-Origen,106,Tres Esquinas,6F,Directa Centro,Cootransmallat,-75.55097797,6.24909305,4717836.7865,2249197.1818
6143,"(4717331.9093, 2249284.6104000024)",54108,90254006,90254,6.0,"CL 58 37-28, Medellin",Reglamentaria,Origen-Destino,106,Tres Esquinas,6F,Directa Centro,Cootransmallat,-75.55554322,6.24986131,4717331.9093,2249284.6104
6144,"(4716845.016200002, 2249048.058500001)",53789,90254009,90254,9.0,"CR 40 52-07, Medellin",Reglamentaria,Origen-Destino,106,Tres Esquinas,6F,Directa Centro,Cootransmallat,-75.55993173,6.2477013,4716845.0162,2249048.0585
6145,"(4717317.255500001, 2249275.0764000043)",54095,90254016,90254,16.0,"CL 58 37-43, Medellin",Reglamentaria,Destino-Origen,106,Tres Esquinas,6F,Directa Centro,Cootransmallat,-75.55567519,6.24977447,4717317.2555,2249275.0764
6146,"(4717783.6563, 2249200.8768000025)",54335,90254005,90254,5.0,"CL 58 31-18, Medellin",Reglamentaria,Origen-Destino,106,Tres Esquinas,6F,Directa Centro,Cootransmallat,-75.55145815,6.24912412,4717783.6563,2249200.8768
6147,"(4718716.6131, 2249138.910000002)",54804,90254002,90254,2.0,"CL 56HG 20-74, Medellin",Reglamentaria,Origen-Destino,106,Tres Esquinas,6F,Directa Centro,Cootransmallat,-75.54302643,6.24860473,4718716.6131,2249138.91
6148,"(4718179.538500001, 2249119.0043)",54527,90254004,90254,4.0,"CR 27 x CL 57C, Medellin",Reglamentaria,Origen-Destino,106,Tres Esquinas,6F,Directa Centro,Cootransmallat,-75.54787788,6.24840127,4718179.5385,2249119.0043
6149,"(4716469.850200001, 2248368.5825000014)",53588,90254013,90254,13.0,"CL 44 x CR 40, Medellin",Reglamentaria,Destino-Origen,106,Tres Esquinas,6F,Directa Centro,Cootransmallat,-75.56329132,6.24154181,4716469.8502,2248368.5825
6150,"(4718530.174500002, 2249207.2771000043)",54727,90254003,90254,3.0,"CL 57B x CR 24, Medellin",Reglamentaria,Origen-Destino,106,Tres Esquinas,6F,Directa Centro,Cootransmallat,-75.54471384,6.24921468,4718530.1745,2249207.2771
6151,"(4716339.863800001, 2248648.448999999)",53508,90254011,90254,11.0,"CR 43 46-43, Medellin",Reglamentaria,Origen-Destino,106,Tres Esquinas,6F,Directa Centro,Cootransmallat,-75.56447799,6.24406629,4716339.8638,2248648.449
6152,"(4718710.940799999, 2249169.9091000017)",54808,90254020,90254,20.0,"CL 56HG 20-61, Medellin",Reglamentaria,Destino-Origen,106,Tres Esquinas,6F,Directa Centro,Cootransmallat,-75.54307903,6.24888474,4718710.9408,2249169.9091
6153,"(4718900.3684, 2249153.384900002)",54867,90254021,90254,21.0,"CR 18C 56HG-41, Medellin",Reglamentaria,Destino-Origen,106,Tres Esquinas,6F,Directa Centro,Cootransmallat,-75.54136687,6.24874363,4718900.3684,2249153.3849
6154,"(4718527.831900001, 2249192.744400002)",54725,90254019,90254,19.0,"CR 24 57B-37, Medellin",Reglamentaria,Destino-Origen,106,Tres Esquinas,6F,Directa Centro,Cootransmallat,-75.54473437,6.24908319,4718527.8319,2249192.7444
6155,"(4716769.4411, 2249541.3790000007)",53750,90255009,90255,9.0,"CL 57 43-19, Medellin",Reglamentaria,Destino-Origen,106,Tres Esquinas - Minorista,6F,Directa Centro,Cootransmallat,-75.56063622,6.25215796,4716769.4411,2249541.379
6156,"(4718168.4731, 2249123.8955000043)",54543,90255012,90255,12.0,"CL 57CC x CR 26, Medellin",Reglamentaria,Destino-Origen,106,Tres Esquinas - Minorista,6F,Directa Centro,Cootransmallat,-75.54797807,6.24844501,4718168.4731,2249123.8955
6157,"(4717317.255500001, 2249275.0764000043)",54095,90255010,90255,10.0,"CL 58 37-43, Medellin",Reglamentaria,Destino-Origen,106,Tres Esquinas - Minorista,6F,Directa Centro,Cootransmallat,-75.55567519,6.24977447,4717317.2555,2249275.0764
6158,"(4718900.3684, 2249153.384900002)",54867,90255015,90255,15.0,"CR 18C 56HG-41, Medellin",Reglamentaria,Destino-Origen,106,Tres Esquinas - Minorista,6F,Directa Centro,Cootransmallat,-75.54136687,6.24874363,4718900.3684,2249153.3849
6159,"(4718530.174500002, 2249207.2771000043)",54727,90255003,90255,3.0,"CL 57B x CR 24, Medellin",Reglamentaria,Origen-Destino,106,Tres Esquinas - Minorista,6F,Directa Centro,Cootransmallat,-75.54471384,6.24921468,4718530.1745,2249207.2771
6160,"(4717331.9093, 2249284.6104000024)",54108,90255006,90255,6.0,"CL 58 37-28, Medellin",Reglamentaria,Origen-Destino,106,Tres Esquinas - Minorista,6F,Directa Centro,Cootransmallat,-75.55554322,6.24986131,4717331.9093,2249284.6104
6161,"(4718527.831900001, 2249192.744400002)",54725,90255013,90255,13.0,"CR 24 57B-37, Medellin",Reglamentaria,Destino-Origen,106,Tres Esquinas - Minorista,6F,Directa Centro,Cootransmallat,-75.54473437,6.24908319,4718527.8319,2249192.7444
6162,"(4718716.6131, 2249138.910000002)",54804,90255002,90255,2.0,"CL 56HG 20-74, Medellin",Reglamentaria,Origen-Destino,106,Tres Esquinas - Minorista,6F,Directa Centro,Cootransmallat,-75.54302643,6.24860473,4718716.6131,2249138.91
6163,"(4718904.1299, 2249163.7627000045)",54869,90255001,90255,1.0,"CL 56HH 56HG-48, Medellin",Reglamentaria,Origen-Destino,106,Tres Esquinas - Minorista,6F,Directa Centro,Cootransmallat,-75.54133334,6.24883762,4718904.1299,2249163.7627
6164,"(4718710.940799999, 2249169.9091000017)",54808,90255014,90255,14.0,"CL 56HG 20-61, Medellin",Reglamentaria,Destino-Origen,106,Tres Esquinas - Minorista,6F,Directa Centro,Cootransmallat,-75.54307903,6.24888474,4718710.9408,2249169.9091
6165,"(4717836.786500002, 2249197.1818000004)",54357,90255011,90255,11.0,"CL 58 30-89, Medellin",Reglamentaria,Destino-Origen,106,Tres Esquinas - Minorista,6F,Directa Centro,Cootransmallat,-75.55097797,6.24909305,4717836.7865,2249197.1818
6166,"(4717783.6563, 2249200.8768000025)",54335,90255005,90255,5.0,"CL 58 31-18, Medellin",Reglamentaria,Origen-Destino,106,Tres Esquinas - Minorista,6F,Directa Centro,Cootransmallat,-75.55145815,6.24912412,4717783.6563,2249200.8768
6167,"(4718179.538500001, 2249119.0043)",54527,90255004,90255,4.0,"CR 27 x CL 57C, Medellin",Reglamentaria,Origen-Destino,106,Tres Esquinas - Minorista,6F,Directa Centro,Cootransmallat,-75.54787788,6.24840127,4718179.5385,2249119.0043
6168,"(4716883.998000001, 2249589.6961000003)",53820,90255007,90255,7.0,"CL 58 42-56, Medellin",Reglamentaria,Origen-Destino,106,Tres Esquinas - Minorista,6F,Directa Centro,Cootransmallat,-75.55960336,6.25259983,4716883.998,2249589.6961
6169,"(4715487.306100001, 2250050.897500001)",52970,90255008,90255,8.0,"CR 56C 55-76, Medellin",Reglamentaria,Origen-Destino,106,Tres Esquinas - Minorista,6F,Directa Centro,Cootransmallat,-75.57224239,6.25670777,4715487.3061,2250050.8975
6170,"(4718530.174500002, 2249207.2771000043)",54727,90256003,90256,3.0,"CL 57B x CR 24, Medellin",Reglamentaria,Origen-Destino,106,Tres Esquinas - Minorista horario especial,6F,Directa Centro,Cootransmallat,-75.54471384,6.24921468,4718530.1745,2249207.2771
6171,"(4718710.940799999, 2249169.9091000017)",54808,90256014,90256,14.0,"CL 56HG 20-61, Medellin",Reglamentaria,Destino-Origen,106,Tres Esquinas - Minorista horario especial,6F,Directa Centro,Cootransmallat,-75.54307903,6.24888474,4718710.9408,2249169.9091
6172,"(4718904.1299, 2249163.7627000045)",54869,90256001,90256,1.0,"CL 56HH 56HG-48, Medellin",Reglamentaria,Origen-Destino,106,Tres Esquinas - Minorista horario especial,6F,Directa Centro,Cootransmallat,-75.54133334,6.24883762,4718904.1299,2249163.7627
6173,"(4716769.4411, 2249541.3790000007)",53750,90256009,90256,9.0,"CL 57 43-19, Medellin",Reglamentaria,Destino-Origen,106,Tres Esquinas - Minorista horario especial,6F,Directa Centro,Cootransmallat,-75.56063622,6.25215796,4716769.4411,2249541.379
6174,"(4718179.538500001, 2249119.0043)",54527,90256004,90256,4.0,"CR 27 x CL 57C, Medellin",Reglamentaria,Origen-Destino,106,Tres Esquinas - Minorista horario especial,6F,Directa Centro,Cootransmallat,-75.54787788,6.24840127,4718179.5385,2249119.0043
6175,"(4717331.9093, 2249284.6104000024)",54108,90256006,90256,6.0,"CL 58 37-28, Medellin",Reglamentaria,Origen-Destino,106,Tres Esquinas - Minorista horario especial,6F,Directa Centro,Cootransmallat,-75.55554322,6.24986131,4717331.9093,2249284.6104
6176,"(4716635.1324000005, 2249544.1128000002)",55177,90256008,90256,8.0,CL 57 X CR 45,Reglamentaria,Origen-Destino,106,Tres Esquinas - Minorista horario especial,6F,Directa Centro,Cootransmallat,-75.56184978,6.25217676,4716635.1324,2249544.1128
6177,"(4717836.786500002, 2249197.1818000004)",54357,90256011,90256,11.0,"CL 58 30-89, Medellin",Reglamentaria,Destino-Origen,106,Tres Esquinas - Minorista horario especial,6F,Directa Centro,Cootransmallat,-75.55097797,6.24909305,4717836.7865,2249197.1818
6178,"(4718168.4731, 2249123.8955000043)",54543,90256012,90256,12.0,"CL 57CC x CR 26, Medellin",Reglamentaria,Destino-Origen,106,Tres Esquinas - Minorista horario especial,6F,Directa Centro,Cootransmallat,-75.54797807,6.24844501,4718168.4731,2249123.8955
6179,"(4717783.6563, 2249200.8768000025)",54335,90256005,90256,5.0,"CL 58 31-18, Medellin",Reglamentaria,Origen-Destino,106,Tres Esquinas - Minorista horario especial,6F,Directa Centro,Cootransmallat,-75.55145815,6.24912412,4717783.6563,2249200.8768
6180,"(4718527.831900001, 2249192.744400002)",54725,90256013,90256,13.0,"CR 24 57B-37, Medellin",Reglamentaria,Destino-Origen,106,Tres Esquinas - Minorista horario especial,6F,Directa Centro,Cootransmallat,-75.54473437,6.24908319,4718527.8319,2249192.7444
6181,"(4718900.3684, 2249153.384900002)",54867,90256015,90256,15.0,"CR 18C 56HG-41, Medellin",Reglamentaria,Destino-Origen,106,Tres Esquinas - Minorista horario especial,6F,Directa Centro,Cootransmallat,-75.54136687,6.24874363,4718900.3684,2249153.3849
6182,"(4718716.6131, 2249138.910000002)",54804,90256002,90256,2.0,"CL 56HG 20-74, Medellin",Reglamentaria,Origen-Destino,106,Tres Esquinas - Minorista horario especial,6F,Directa Centro,Cootransmallat,-75.54302643,6.24860473,4718716.6131,2249138.91
6183,"(4717317.255500001, 2249275.0764000043)",54095,90256010,90256,10.0,"CL 58 37-43, Medellin",Reglamentaria,Destino-Origen,106,Tres Esquinas - Minorista horario especial,6F,Directa Centro,Cootransmallat,-75.55567519,6.24977447,4717317.2555,2249275.0764
6184,"(4716883.998000001, 2249589.6961000003)",53820,90256007,90256,7.0,"CL 58 42-56, Medellin",Reglamentaria,Origen-Destino,106,Tres Esquinas - Minorista horario especial,6F,Directa Centro,Cootransmallat,-75.55960336,6.25259983,4716883.998,2249589.6961
6185,"(4717365.1982, 2248623.886000002)",54128,90257015,90257,15.0,"CL 51 33-87, Medellin",Reglamentaria,Destino-Origen,98 Directa 1,Santa Elena-Mazo-Las Brisas-Medellín,6G,Directa No Centro,Transacoop,-75.55521347,6.2438893,4717365.1982,2248623.886
6186,"(4719473.678600001, 2247155.5474999994)",55031,90257005,90257,5.0,"CR 6AB x CL 49, Medellin",Reglamentaria,Origen-Destino,98 Directa 1,Santa Elena-Mazo-Las Brisas-Medellín,6G,Directa No Centro,Transacoop,-75.53610024,6.23070632,4719473.6786,2247155.5475
6187,"(4719027.8072, 2247248.742200002)",54909,90257020,90257,20.0,"CL 49 x CR 48, Medellin",Reglamentaria,Destino-Origen,98 Directa 1,Santa Elena-Mazo-Las Brisas-Medellín,6G,Directa No Centro,Transacoop,-75.54013251,6.23152949,4719027.8072,2247248.7422
6188,"(4717744.768600002, 2248401.0239000004)",54328,90257016,90257,16.0,"CL 51 29-47, Medellin",Reglamentaria,Destino-Origen,98 Directa 1,Santa Elena-Mazo-Las Brisas-Medellín,6G,Directa No Centro,Transacoop,-75.55177445,6.24189108,4717744.7686,2248401.0239
6189,"(4719759.9178, 2246985.658400003)",55066,90257003,90257,3.0,"CL 48 3B-26, Medellin",Reglamentaria,Origen-Destino,98 Directa 1,Santa Elena-Mazo-Las Brisas-Medellín,6G,Directa No Centro,Transacoop,-75.53350684,6.22918279,4719759.9178,2246985.6584
6190,"(4720275.2528, 2246862.172700001)",55092,90257001,90257,1.0,"CL 46 1AA-54, Medellin",Reglamentaria,Origen-Destino,98 Directa 1,Santa Elena-Mazo-Las Brisas-Medellín,6G,Directa No Centro,Transacoop,-75.5288457,6.2280887,4720275.2528,2246862.1727
6191,"(4718601.420800002, 2247737.6910999995)",54771,90257019,90257,19.0,"CL 49 17-69, Medellin",Reglamentaria,Destino-Origen,98 Directa 1,Santa Elena-Mazo-Las Brisas-Medellín,6G,Directa No Centro,Transacoop,-75.544006,6.23593144,4718601.4208,2247737.6911
6192,"(4718043.899700001, 2248082.5646)",54456,90257010,90257,10.0,"CL 49 25-56, Medellin",Reglamentaria,Origen-Destino,98 Directa 1,Santa Elena-Mazo-Las Brisas-Medellín,6G,Directa No Centro,Transacoop,-75.549058,6.23902504,4718043.8997,2248082.5646
6193,"(4718391.0186, 2247883.851700004)",54631,90257018,90257,18.0,"CL 49 18-27, Medellin",Reglamentaria,Destino-Origen,98 Directa 1,Santa Elena-Mazo-Las Brisas-Medellín,6G,Directa No Centro,Transacoop,-75.54591326,6.23724368,4718391.0186,2247883.8517
6194,"(4719998.551700001, 2246762.030099999)",55082,90257025,90257,25.0,"CL 46 x CR AG, Medellin",Reglamentaria,Destino-Origen,98 Directa 1,Santa Elena-Mazo-Las Brisas-Medellín,6G,Directa No Centro,Transacoop,-75.53134122,6.22717132,4719998.5517,2246762.0301
6195,"(4719051.974, 2247262.1147000007)",54918,90257007,90257,7.0,"CL 49 10B-130, Medellin",Reglamentaria,Origen-Destino,98 Directa 1,Santa Elena-Mazo-Las Brisas-Medellín,6G,Directa No Centro,Transacoop,-75.53991476,6.23165144,4719051.974,2247262.1147
6196,"(4718029.754500001, 2248002.908900002)",54441,90257017,90257,17.0,"CR 25 48-70, Medellin",Reglamentaria,Destino-Origen,98 Directa 1,Santa Elena-Mazo-Las Brisas-Medellín,6G,Directa No Centro,Transacoop,-75.54918231,6.23830427,4718029.7545,2248002.9089
6197,"(4719747.9378, 2246968.712100001)",55065,90257024,90257,24.0,"CL 48 47-41, Medellin",Reglamentaria,Destino-Origen,98 Directa 1,Santa Elena-Mazo-Las Brisas-Medellín,6G,Directa No Centro,Transacoop,-75.53361434,6.22902906,4719747.9378,2246968.7121
6198,"(4719589.2, 2247032.870699998)",55055,90257023,90257,23.0,"CR 6 x  47A  , Medellin",Reglamentaria,Destino-Origen,98 Directa 1,Santa Elena-Mazo-Las Brisas-Medellín,6G,Directa No Centro,Transacoop,-75.53505124,6.22960222,4719589.2,2247032.8707
6199,"(4719288.225700002, 2247173.3247000016)",54989,90257021,90257,21.0,"CL 49 x  9B  , Medellin",Reglamentaria,Destino-Origen,98 Directa 1,Santa Elena-Mazo-Las Brisas-Medellín,6G,Directa No Centro,Transacoop,-75.53777649,6.23085897,4719288.2257,2247173.3247
6200,"(4717015.169400002, 2248945.4852000047)",53908,90257014,90257,14.0,"CL 51 38-57, Medellin",Reglamentaria,Destino-Origen,98 Directa 1,Santa Elena-Mazo-Las Brisas-Medellín,6G,Directa No Centro,Transacoop,-75.55838996,6.24678144,4717015.1694,2248945.4852
6201,"(4716881.7289, 2249102.501600003)",53822,90257013,90257,13.0,"CR 40 52-85, Medellin",Reglamentaria,Destino-Origen,98 Directa 1,Santa Elena-Mazo-Las Brisas-Medellín,6G,Directa No Centro,Transacoop,-75.55960244,6.24819512,4716881.7289,2249102.5016
6202,"(4718532.8234, 2247836.059200002)",54736,90257009,90257,9.0,"CR 17C 49-06, Medellin",Reglamentaria,Origen-Destino,98 Directa 1,Santa Elena-Mazo-Las Brisas-Medellín,6G,Directa No Centro,Transacoop,-75.54463003,6.23681778,4718532.8234,2247836.0592
6203,"(4719301.741900001, 2247192.860200001)",54996,90257006,90257,6.0,"CL 49 9A-26, Medellin",Reglamentaria,Origen-Destino,98 Directa 1,Santa Elena-Mazo-Las Brisas-Medellín,6G,Directa No Centro,Transacoop,-75.53765523,6.23103618,4719301.7419,2247192.8602
6204,"(4720006.089500002, 2246782.141500002)",55083,90257002,90257,2.0,"CL 46 2AG-30, Medellin",Reglamentaria,Origen-Destino,98 Directa 1,Santa Elena-Mazo-Las Brisas-Medellín,6G,Directa No Centro,Transacoop,-75.53127399,6.22735348,4720006.0895,2246782.1415
6205,"(4717792.735600001, 2248299.7671000045)",54340,90257011,90257,11.0,"CL 50 28-36, Medellin",Reglamentaria,Origen-Destino,98 Directa 1,Santa Elena-Mazo-Las Brisas-Medellín,6G,Directa No Centro,Transacoop,-75.55133666,6.24097774,4717792.7356,2248299.7671
6206,"(4719610.066300001, 2247053.5648)",55058,90257004,90257,4.0,"CL 48 4-106, Medellin",Reglamentaria,Origen-Destino,98 Directa 1,Santa Elena-Mazo-Las Brisas-Medellín,6G,Directa No Centro,Transacoop,-75.53486362,6.22979022,4719610.0663,2247053.5648
6207,"(4718621.4522, 2247743.9721000027)",54777,90257008,90257,8.0,"CL 49 17-70, Medellin",Reglamentaria,Origen-Destino,98 Directa 1,Santa Elena-Mazo-Las Brisas-Medellín,6G,Directa No Centro,Transacoop,-75.5438253,6.2359891,4718621.4522,2247743.9721
6208,"(4719447.418000001, 2247167.1648999993)",55022,90257022,90257,22.0,"CL 49 x  6AB  , Medellin",Reglamentaria,Destino-Origen,98 Directa 1,Santa Elena-Mazo-Las Brisas-Medellín,6G,Directa No Centro,Transacoop,-75.536338,6.23081021,4719447.418,2247167.1649
6209,"(4716739.658400001, 2248887.518500004)",53736,90257012,90257,12.0,"CL 50 40-28, Medellin",Reglamentaria,Origen-Destino,98 Directa 1,Santa Elena-Mazo-Las Brisas-Medellín,6G,Directa No Centro,Transacoop,-75.56087654,6.24624526,4716739.6584,2248887.5185
6210,"(4720285.188400002, 2246837.5276000034)",55095,90257026,90257,26.0,"CL 46 1AA-70, Medellin",Reglamentaria,Destino-Origen,98 Directa 1,Santa Elena-Mazo-Las Brisas-Medellín,6G,Directa No Centro,Transacoop,-75.52875487,6.22786632,4720285.1884,2246837.5276
6211,"(4720006.089500002, 2246782.141500002)",55083,90258002,90258,2.0,"CL 46 2AG-30, Medellin",Reglamentaria,Origen-Destino,98 Directa 2,Santa Elena-Barro Blanco-Las Brisas-Medellín,6G,Directa No Centro,Transacoop,-75.53127399,6.22735348,4720006.0895,2246782.1415
6212,"(4719589.2, 2247032.870699998)",55055,90258023,90258,23.0,"CR 6 x  47A  , Medellin",Reglamentaria,Destino-Origen,98 Directa 2,Santa Elena-Barro Blanco-Las Brisas-Medellín,6G,Directa No Centro,Transacoop,-75.53505124,6.22960222,4719589.2,2247032.8707
6213,"(4717365.1982, 2248623.886000002)",54128,90258015,90258,15.0,"CL 51 33-87, Medellin",Reglamentaria,Destino-Origen,98 Directa 2,Santa Elena-Barro Blanco-Las Brisas-Medellín,6G,Directa No Centro,Transacoop,-75.55521347,6.2438893,4717365.1982,2248623.886
6214,"(4718043.899700001, 2248082.5646)",54456,90258010,90258,10.0,"CL 49 25-56, Medellin",Reglamentaria,Origen-Destino,98 Directa 2,Santa Elena-Barro Blanco-Las Brisas-Medellín,6G,Directa No Centro,Transacoop,-75.549058,6.23902504,4718043.8997,2248082.5646
6215,"(4717015.169400002, 2248945.4852000047)",53908,90258014,90258,14.0,"CL 51 38-57, Medellin",Reglamentaria,Destino-Origen,98 Directa 2,Santa Elena-Barro Blanco-Las Brisas-Medellín,6G,Directa No Centro,Transacoop,-75.55838996,6.24678144,4717015.1694,2248945.4852
6216,"(4718391.0186, 2247883.851700004)",54631,90258018,90258,18.0,"CL 49 18-27, Medellin",Reglamentaria,Destino-Origen,98 Directa 2,Santa Elena-Barro Blanco-Las Brisas-Medellín,6G,Directa No Centro,Transacoop,-75.54591326,6.23724368,4718391.0186,2247883.8517
