id_parada,latitud,longitud
90080008,6.29210266,-75.58397711
90080012,6.28365779,-75.58412836
90080038,6.26436363,-75.59636522
90080019,6.27019026,-75.5952855
90080046,6.28212149,-75.58530848
90080016,6.27674986,-75.58996612
90080014,6.28013845,-75.58740912
90080002,6.30301699,-75.58237031
90080030,6.25354728,-75.5676132
90080029,6.25493617,-75.56721933
90080033,6.2553256,-75.57913864
90080040,6.26997285,-75.59510775
90080021,6.26482761,-75.5965067
90080037,6.26271021,-75.59468669
90080026,6.25499074,-75.57914694
90080031,6.25174741,-75.57194003
90080028,6.2568196,-75.56729223
90080054,6.30292074,-75.58234929
90080050,6.2962818,-75.58228481
90080009,6.2902676,-75.58485273
90080013,6.28245356,-75.58531498
90080007,6.29372182,-75.58295495
90080027,6.25614378,-75.5729009
90080051,6.29927924,-75.58201606
90080041,6.27311585,-75.59303614
90080047,6.28603658,-75.58437413
90080043,6.27657035,-75.589715
90080015,6.278272,-75.58882862
90080052,6.29849838,-75.58382526
90080001,6.30761552,-75.58233403
90080042,6.27510533,-75.59037515
90080010,6.28712059,-75.58472082
90080044,6.27785015,-75.58877204
90080017,6.27489145,-75.59066808
90080053,6.30015619,-75.58346381
90080035,6.25882794,-75.58646395
90080004,6.29828026,-75.58401501
90080045,6.27989903,-75.5871781
90080055,6.30761631,-75.58211674
90080049,6.29402768,-75.58281481
90080036,6.26048275,-75.58994233
90080018,6.27304215,-75.59334557
90081037,6.26151763,-75.59272377
90081047,6.25094139,-75.570783
90081088,6.28770244,-75.61270127
90081073,6.2777954,-75.61586302
90081002,6.28763691,-75.61267126
90081074,6.27765925,-75.61694663
90081038,6.26057807,-75.59088788
90081019,6.27928078,-75.60909312
90081020,6.27967155,-75.60706971
90081031,6.27402969,-75.59228134
90081049,6.2553256,-75.57913864
90081025,6.27868985,-75.59688607
90081070,6.27986029,-75.60718539
90081069,6.27915608,-75.60588301
90081026,6.27813836,-75.59526672
90081018,6.27740398,-75.61439716
90081042,6.25538917,-75.57998874
90081035,6.26482761,-75.5965067
90081013,6.27897559,-75.62115204
90081024,6.27763572,-75.59832542
90081080,6.28138746,-75.61377062
90081062,6.277146,-75.59100219
90081034,6.26804146,-75.59576386
90081066,6.27782956,-75.59783466
90081039,6.25915462,-75.58789056
90081064,6.27838106,-75.59534439
90081052,6.25925029,-75.58731108
90081079,6.28030815,-75.61755147
90081043,6.25179539,-75.57524461
90081071,6.27927168,-75.60929459
90081021,6.27890125,-75.6058358
90081040,6.25809545,-75.58552936
90081081,6.28226351,-75.61653225
90081001,6.2871068,-75.60963999
90081046,6.2483472,-75.56829636
90081072,6.27757866,-75.61445116
90081056,6.26765477,-75.59563765
90081015,6.27645646,-75.61999122
90081005,6.28547684,-75.62166469
90081053,6.26078291,-75.59064708
90081032,6.27218017,-75.59381031
90081030,6.27549412,-75.5907079
90081014,6.27857294,-75.62205101
90081044,6.24855473,-75.57540573
90081068,6.27860761,-75.60453813
90081084,6.28350423,-75.62154103
90081023,6.27975844,-75.59978095
90081027,6.27826859,-75.59326521
90081060,6.27657035,-75.589715
90081012,6.27931193,-75.62041644
90081033,6.27019026,-75.5952855
90081004,6.28599884,-75.61650956
90081045,6.24535396,-75.57318588
90081061,6.27756994,-75.58988439
90081055,6.26436363,-75.59636522
90081017,6.27762604,-75.61579882
90081059,6.27373623,-75.59220116
90081006,6.28355222,-75.62170065
90081065,6.27885159,-75.59701469
90081085,6.28529206,-75.62166413
90081041,6.25659159,-75.58247023
90081022,6.27821015,-75.60420979
90081087,6.2881723,-75.61438191
90081016,6.2774595,-75.61684251
90081075,6.27658916,-75.61997676
90081076,6.27852948,-75.62187274
90081048,6.25379543,-75.576113
90081054,6.26296324,-75.59507149
90081078,6.2792444,-75.62034069
90081036,6.26265524,-75.59521189
90081086,6.28582187,-75.61647062
90081003,6.28835757,-75.61439346
90081058,6.27249011,-75.59336652
90081028,6.27697522,-75.59087062
90081050,6.25687544,-75.58240359
90081067,6.27998232,-75.59987892
90081063,6.27836632,-75.59343643
90081057,6.26997285,-75.59510775
90081051,6.25765811,-75.58403425
90081077,6.27890776,-75.62110841
90081029,6.27674986,-75.58996612
90081082,6.28386199,-75.61499788
90081083,6.28394873,-75.61465724
90081008,6.28394873,-75.61465724
90081011,6.28035808,-75.61770408
90081010,6.28145198,-75.61411533
90081009,6.28220848,-75.61652081
90081007,6.28386199,-75.61499788
90082023,6.25174741,-75.57194003
90082048,6.2776009,-75.63655405
90082012,6.27369327,-75.59768482
90082030,6.26665937,-75.58873407
90082039,6.27968664,-75.62455802
90082037,6.27282236,-75.61706101
90082025,6.2553256,-75.57913864
90082018,6.25659159,-75.58247023
90082008,6.27584377,-75.62681628
90082015,6.26427813,-75.58721585
90082045,6.2793122,-75.63413445
90082034,6.27533485,-75.59982346
90082026,6.25687544,-75.58240359
90082038,6.27658916,-75.61997676
90082033,6.27394753,-75.5974107
90082044,6.27955853,-75.6330182
90082017,6.25809545,-75.58552936
90082022,6.25098733,-75.57015869
90082028,6.26335471,-75.58506118
90082007,6.27555434,-75.63566023
90082019,6.25538917,-75.57998874
90082042,6.2797657,-75.63074435
90082002,6.27764867,-75.63587147
90082014,6.26772474,-75.59137935
90082043,6.27988181,-75.63223067
90082040,6.27882916,-75.62728351
90082010,6.27523956,-75.61174363
90082009,6.27249698,-75.6169427
90082011,6.27660605,-75.60626491
90082004,6.27960571,-75.63984493
90082013,6.27221482,-75.59520874
90082006,6.27658644,-75.64233842
90082016,6.26012274,-75.58532983
90082024,6.25379543,-75.576113
90082021,6.25047001,-75.57310038
90082035,6.277129,-75.60623262
90082005,6.2799346,-75.64170291
90082003,6.27863948,-75.63620226
90082036,6.27556239,-75.61187651
90082020,6.25180509,-75.57419794
90082029,6.26521621,-75.58674659
90082032,6.27330907,-75.59547166
90082047,6.27772956,-75.63590834
90082001,6.27752027,-75.63659268
90082046,6.27863948,-75.63620226
90082031,6.26904728,-75.59146155
90082041,6.27862651,-75.62998626
90082027,6.25983108,-75.58477628
90083008,6.27806583,-75.62322531
90083007,6.27940416,-75.62459111
90083063,6.27986029,-75.60718539
90083033,6.25915462,-75.58789056
90083069,6.27818158,-75.62308636
90083046,6.26078291,-75.59064708
90083065,6.27757866,-75.61445116
90083061,6.27860761,-75.60453813
90083060,6.27998232,-75.59987892
90083038,6.25047001,-75.57310038
90083077,6.27863948,-75.63620226
90083072,6.27862651,-75.62998626
90083042,6.2553256,-75.57913864
90083016,6.27821015,-75.60420979
90083005,6.27844257,-75.63002332
90083034,6.25809545,-75.58552936
90083050,6.26997285,-75.59510775
90083027,6.27019026,-75.5952855
90083029,6.26482761,-75.5965067
90083006,6.278645,-75.62728034
90083048,6.26436363,-75.59636522
90083037,6.25180509,-75.57419794
90083026,6.27218017,-75.59381031
90083074,6.27988181,-75.63223067
90083011,6.27762604,-75.61579882
90083017,6.27975844,-75.59978095
90083028,6.26804146,-75.59576386
90083075,6.27955853,-75.6330182
90083012,6.27740398,-75.61439716
90083013,6.27928078,-75.60909312
90083025,6.27402969,-75.59228134
90083015,6.27890125,-75.6058358
90083056,6.27836632,-75.59343643
90083010,6.2774595,-75.61684251
90083057,6.27838106,-75.59534439
90083054,6.27756994,-75.58988439
90083019,6.27868985,-75.59688607
90083067,6.27765925,-75.61694663
90083070,6.27968664,-75.62455802
90083052,6.27373623,-75.59220116
90083001,6.27752027,-75.63659268
90083076,6.2793122,-75.63413445
90083020,6.27813836,-75.59526672
90083055,6.277146,-75.59100219
90083039,6.25098733,-75.57015869
90083066,6.2777954,-75.61586302
90083064,6.27927168,-75.60929459
90083041,6.25379543,-75.576113
90083014,6.27967155,-75.60706971
90083043,6.25687544,-75.58240359
90083004,6.279606,-75.63079421
90083032,6.26057807,-75.59088788
90083062,6.27915608,-75.60588301
90083059,6.27782956,-75.59783466
90083030,6.26265524,-75.59521189
90083045,6.25925029,-75.58731108
90083073,6.2797657,-75.63074435
90083031,6.26151763,-75.59272377
90083053,6.27657035,-75.589715
90083022,6.27697522,-75.59087062
90083040,6.25174741,-75.57194003
90083021,6.27826859,-75.59326521
90083023,6.27674986,-75.58996612
90083036,6.25538917,-75.57998874
90083051,6.27249011,-75.59336652
90083047,6.26296324,-75.59507149
90083071,6.27882916,-75.62728351
90083002,6.27764867,-75.63587147
90083009,6.27645646,-75.61999122
90083049,6.26765477,-75.59563765
90083058,6.27885159,-75.59701469
90083018,6.27763572,-75.59832542
90083044,6.25765811,-75.58403425
90083024,6.27549412,-75.5907079
90083068,6.27658916,-75.61997676
90083035,6.25659159,-75.58247023
90083003,6.278678,-75.63358139
90083078,6.27772956,-75.63590834
90083079,6.2776009,-75.63655405
90084003,6.27956683,-75.63993755
90084004,6.27832749,-75.63636684
90084013,6.28030815,-75.61755147
90084022,6.2799346,-75.64170291
90084021,6.27960571,-75.63984493
90084006,6.278678,-75.63358139
90084015,6.28226351,-75.61653225
90084023,6.28060152,-75.64309181
90084012,6.28145198,-75.61411533
90084005,6.27775424,-75.63557663
90084007,6.27988181,-75.63223067
90084017,6.28414017,-75.62287465
90084001,6.28053054,-75.64292901
90084014,6.28138746,-75.61377062
90084011,6.28220848,-75.61652081
90084010,6.28355222,-75.62170065
90084009,6.28399367,-75.6227453
90084019,6.2793122,-75.63413445
90084016,6.28350423,-75.62154103
90084020,6.27863948,-75.63620226
90084002,6.279874,-75.64169587
90084008,6.28242209,-75.62666563
90084018,6.28258379,-75.62675521
90085011,6.28025317,-75.6217506
90085003,6.278678,-75.63358139
90085020,6.28350423,-75.62154103
90085046,6.2776009,-75.63655405
90085021,6.28529206,-75.62166413
90085005,6.27844257,-75.63002332
90085033,6.28035808,-75.61770408
90085042,6.27955853,-75.6330182
90085039,6.27862651,-75.62998626
90085037,6.27968664,-75.62455802
90085040,6.2797657,-75.63074435
90085018,6.28110589,-75.62169636
90085016,6.28035808,-75.61770408
90085025,6.28706642,-75.60969213
90085038,6.27882916,-75.62728351
90085010,6.2792444,-75.62034069
90085043,6.2793122,-75.63413445
90085026,6.28763691,-75.61267126
90085004,6.279606,-75.63079421
90085023,6.2881723,-75.61438191
90085006,6.278645,-75.62728034
90085012,6.28110589,-75.62169636
90085002,6.27764867,-75.63587147
90085032,6.28145198,-75.61411533
90085014,6.28220848,-75.61652081
90085041,6.27988181,-75.63223067
90085029,6.28547684,-75.62166469
90085044,6.27863948,-75.63620226
90085019,6.28237508,-75.61995301
90085015,6.28145198,-75.61411533
90085034,6.27931193,-75.62041644
90085024,6.28770244,-75.61270127
90085017,6.28025317,-75.6217506
90085007,6.27940416,-75.62459111
90085027,6.28835757,-75.61439346
90085045,6.27772956,-75.63590834
90085013,6.28237508,-75.61995301
90085031,6.28220848,-75.61652081
90085030,6.28355222,-75.62170065
90085028,6.28599884,-75.61650956
90085035,6.27897559,-75.62115204
90085036,6.27857294,-75.62205101
90085009,6.27890776,-75.62110841
90085008,6.27852948,-75.62187274
90085001,6.27752027,-75.63659268
90085022,6.28582187,-75.61647062
90086011,6.35052814,-75.6949441
90086048,6.27968664,-75.62455802
90086049,6.27882916,-75.62728351
90086018,6.27249698,-75.6169427
90086022,6.27221482,-75.59520874
90086015,6.27658644,-75.64233842
90086002,6.27764867,-75.63587147
90086041,6.27330907,-75.59547166
90086056,6.27772956,-75.63590834
90086008,6.29114179,-75.6496748
90086028,6.25538917,-75.57998874
90086029,6.25180509,-75.57419794
90086034,6.2553256,-75.57913864
90086057,6.2776009,-75.63655405
90086007,6.28411932,-75.64889377
90086053,6.27955853,-75.6330182
90086027,6.25659159,-75.58247023
90086012,6.34483513,-75.7031187
90086040,6.26904728,-75.59146155
90086045,6.27556239,-75.61187651
90086055,6.27863948,-75.63620226
90086010,6.34335735,-75.69071078
90086006,6.27742098,-75.64329513
90086019,6.27523956,-75.61174363
90086036,6.25983108,-75.58477628
90086003,6.27863948,-75.63620226
90086051,6.2797657,-75.63074435
90086052,6.27988181,-75.63223067
90086044,6.277129,-75.60623262
90086038,6.26521621,-75.58674659
90086023,6.26772474,-75.59137935
90086050,6.27862651,-75.62998626
90086047,6.27658916,-75.61997676
90086037,6.26335471,-75.58506118
90086001,6.27752027,-75.63659268
90086014,6.28382197,-75.6490977
90086025,6.26012274,-75.58532983
90086024,6.26427813,-75.58721585
90086033,6.25379543,-75.576113
90086046,6.27282236,-75.61706101
90086013,6.29089696,-75.64992208
90086016,6.27555434,-75.63566023
90086039,6.26665937,-75.58873407
90086031,6.25098733,-75.57015869
90086026,6.25809545,-75.58552936
90086030,6.25047001,-75.57310038
90086017,6.27584377,-75.62681628
90086009,6.33719689,-75.68963444
90086021,6.27369327,-75.59768482
90086035,6.25687544,-75.58240359
90086042,6.27394753,-75.5974107
90086043,6.27533485,-75.59982346
90086054,6.2793122,-75.63413445
90086004,6.27960571,-75.63984493
90086020,6.27660605,-75.60626491
90086005,6.2799346,-75.64170291
90086032,6.25174741,-75.57194003
90087015,6.28659137,-75.64301081
90087017,6.29377403,-75.64613547
90087009,6.27775424,-75.63557663
90087007,6.28021689,-75.63622011
90087016,6.28688738,-75.64533895
90087011,6.28011754,-75.63566913
90087014,6.28430637,-75.64046863
90087002,6.28681012,-75.6452606
90087001,6.29385508,-75.64619223
90087013,6.28199638,-75.63923843
90087012,6.28118331,-75.63693616
90087005,6.28193801,-75.6392222
90087004,6.28417259,-75.64051276
90087006,6.28109448,-75.63676987
90087008,6.27876852,-75.63643035
90087003,6.28645248,-75.64291366
90087010,6.27890527,-75.63368356
90088072,6.27757866,-75.61445116
90088074,6.27765925,-75.61694663
90088039,6.26057807,-75.59088788
90088086,6.28430637,-75.64046863
90088049,6.2553256,-75.57913864
90088065,6.27885159,-75.59701469
90088013,6.278645,-75.62728034
90088089,6.29385508,-75.64619223
90088058,6.27249011,-75.59336652
90088012,6.27844257,-75.63002332
90088084,6.28118331,-75.63693616
90088073,6.2777954,-75.61586302
90088046,6.25098733,-75.57015869
90088010,6.278678,-75.63358139
90088014,6.27940416,-75.62459111
90088055,6.26436363,-75.59636522
90088075,6.27658916,-75.61997676
90088051,6.25765811,-75.58403425
90088009,6.27775424,-75.63557663
90088079,6.27862651,-75.62998626
90088067,6.27998232,-75.59987892
90088024,6.27975844,-75.59978095
90088061,6.27756994,-75.58988439
90088028,6.27826859,-75.59326521
90088082,6.27955853,-75.6330182
90088023,6.27821015,-75.60420979
90088003,6.28645248,-75.64291366
90088020,6.27928078,-75.60909312
90088041,6.25809545,-75.58552936
90088062,6.277146,-75.59100219
90088030,6.27674986,-75.58996612
90088022,6.27890125,-75.6058358
90088033,6.27218017,-75.59381031
90088047,6.25174741,-75.57194003
90088007,6.28021689,-75.63622011
90088034,6.27019026,-75.5952855
90088011,6.279606,-75.63079421
90088015,6.27806583,-75.62322531
90088066,6.27782956,-75.59783466
90088005,6.28193801,-75.6392222
90088031,6.27549412,-75.5907079
90088060,6.27657035,-75.589715
90088078,6.27882916,-75.62728351
90088019,6.27740398,-75.61439716
90088069,6.27915608,-75.60588301
90088085,6.28199638,-75.63923843
90088064,6.27838106,-75.59534439
90088081,6.27988181,-75.63223067
90088008,6.27876852,-75.63643035
90088044,6.25180509,-75.57419794
90088057,6.26997285,-75.59510775
90088004,6.28417259,-75.64051276
90088006,6.28109448,-75.63676987
90088048,6.25379543,-75.576113
90088001,6.29377403,-75.64613547
90088032,6.27402969,-75.59228134
90088070,6.27986029,-75.60718539
90088040,6.25915462,-75.58789056
90088026,6.27868985,-75.59688607
90088077,6.27968664,-75.62455802
90088068,6.27860761,-75.60453813
90088029,6.27697522,-75.59087062
90088088,6.28688738,-75.64533895
90088016,6.27645646,-75.61999122
90088025,6.27763572,-75.59832542
90088035,6.26804146,-75.59576386
90088050,6.25687544,-75.58240359
90088042,6.25659159,-75.58247023
90088053,6.26078291,-75.59064708
90088052,6.25925029,-75.58731108
90088036,6.26482761,-75.5965067
90088021,6.27967155,-75.60706971
90088045,6.25047001,-75.57310038
90088080,6.2797657,-75.63074435
90088076,6.27818158,-75.62308636
90088056,6.26765477,-75.59563765
90088087,6.28659137,-75.64301081
90088043,6.25538917,-75.57998874
90088038,6.26151763,-75.59272377
90088063,6.27836632,-75.59343643
90088002,6.28681012,-75.6452606
90088017,6.2774595,-75.61684251
90088054,6.26296324,-75.59507149
90088059,6.27373623,-75.59220116
90088071,6.27927168,-75.60929459
90088083,6.28011754,-75.63566913
90088027,6.27813836,-75.59526672
90088037,6.26265524,-75.59521189
90088018,6.27762604,-75.61579882
90089014,6.29370829,-75.61447059
90089015,6.30105663,-75.61908578
90089002,6.29354508,-75.61439078
90089005,6.28258379,-75.62675521
90089009,6.27853552,-75.63380901
90089012,6.28446121,-75.62235197
90089008,6.27775424,-75.63557663
90089003,6.29653062,-75.60713258
90089007,6.27863948,-75.63620226
90089001,6.30119902,-75.61919375
90089004,6.28449446,-75.62253556
90089011,6.28242209,-75.62666563
90089013,6.29650054,-75.60694171
90089006,6.27957562,-75.63377518
90089010,6.27943796,-75.63348561
90090011,6.27853552,-75.63380901
90090010,6.27775424,-75.63557663
90090017,6.31940408,-75.65165625
90090012,6.27967657,-75.63361806
90090005,6.30905912,-75.65575324
90090006,6.29530468,-75.65073097
90090003,6.31714012,-75.65745587
90090009,6.27876852,-75.63643035
90090002,6.32195213,-75.65875925
90090001,6.32475561,-75.66050712
90090014,6.28446121,-75.62235197
90090007,6.28938687,-75.64677253
90090008,6.28484863,-75.64091694
90090013,6.28242209,-75.62666563
90090004,6.3120541,-75.65628861
90090016,6.29370829,-75.61447059
90090015,6.29650054,-75.60694171
90091009,6.28942947,-75.64673062
90091006,6.28258379,-75.62675521
90091001,6.32478872,-75.66044556
90091008,6.28525951,-75.64132815
90091003,6.29354508,-75.61439078
90091004,6.29653062,-75.60713258
90091005,6.28449446,-75.62253556
90091011,6.30824359,-75.65558851
90091010,6.29525496,-75.65062156
90091002,6.31910155,-75.65152828
90091012,6.31203858,-75.65623663
90091007,6.27957562,-75.63377518
90091014,6.32083605,-75.65850216
90091013,6.3173319,-75.65744963
90092064,6.27998232,-75.59987892
90092060,6.27836632,-75.59343643
90092049,6.25925029,-75.58731108
90092025,6.27813836,-75.59526672
90092058,6.27756994,-75.58988439
90092020,6.27890125,-75.6058358
90092067,6.27986029,-75.60718539
90092005,6.28025317,-75.6217506
90092055,6.27249011,-75.59336652
90092028,6.27674986,-75.58996612
90092073,6.27852948,-75.62187274
90092011,6.27931193,-75.62041644
90092038,6.25915462,-75.58789056
90092045,6.25379543,-75.576113
90092004,6.28016579,-75.62167544
90092046,6.2553256,-75.57913864
90092017,6.27740398,-75.61439716
90092068,6.27927168,-75.60929459
90092037,6.26057807,-75.59088788
90092023,6.27763572,-75.59832542
90092006,6.28237508,-75.61995301
90092012,6.27897559,-75.62115204
90092013,6.27857294,-75.62205101
90092084,6.28414017,-75.62287465
90092041,6.25538917,-75.57998874
90092063,6.27782956,-75.59783466
90092034,6.26482761,-75.5965067
90092024,6.27868985,-75.59688607
90092016,6.27762604,-75.61579882
90092072,6.27658916,-75.61997676
90092019,6.27967155,-75.60706971
90092052,6.26436363,-75.59636522
90092059,6.277146,-75.59100219
90092071,6.27765925,-75.61694663
90092062,6.27885159,-75.59701469
90092015,6.2774595,-75.61684251
90092022,6.27975844,-75.59978095
90092069,6.27757866,-75.61445116
90092051,6.26296324,-75.59507149
90092040,6.25659159,-75.58247023
90092031,6.27218017,-75.59381031
90092021,6.27821015,-75.60420979
90092070,6.2777954,-75.61586302
90092003,6.28238197,-75.62002137
90092079,6.28275914,-75.61856454
90092029,6.27549412,-75.5907079
90092054,6.26997285,-75.59510775
90092053,6.26765477,-75.59563765
90092061,6.27838106,-75.59534439
90092056,6.27373623,-75.59220116
90092066,6.27915608,-75.60588301
90092035,6.26265524,-75.59521189
90092036,6.26151763,-75.59272377
90092048,6.25765811,-75.58403425
90092050,6.26078291,-75.59064708
90092027,6.27697522,-75.59087062
90092074,6.27890776,-75.62110841
90092085,6.28258379,-75.62675521
90092030,6.27402969,-75.59228134
90092047,6.25687544,-75.58240359
90092026,6.27826859,-75.59326521
90092065,6.27860761,-75.60453813
90092075,6.2792444,-75.62034069
90092007,6.2827052,-75.6185573
90092002,6.28399367,-75.6227453
90092001,6.28242209,-75.62666563
90092008,6.28220848,-75.61652081
90092009,6.28145198,-75.61411533
90092010,6.28035808,-75.61770408
90092042,6.25047001,-75.57310038
90092043,6.25098733,-75.57015869
90092044,6.25174741,-75.57194003
90092076,6.28030815,-75.61755147
90092077,6.28138746,-75.61377062
90092078,6.28226351,-75.61653225
90092080,6.28238197,-75.62002137
90092081,6.28016579,-75.62167544
90092082,6.28025317,-75.6217506
90092083,6.28237508,-75.61995301
90092018,6.27928078,-75.60909312
90092032,6.27019026,-75.5952855
90092057,6.27657035,-75.589715
90092033,6.26804146,-75.59576386
90092039,6.25809545,-75.58552936
90092014,6.27645646,-75.61999122
90093037,6.27697522,-75.59087062
90093097,6.27862651,-75.62998626
90093041,6.27300799,-75.58859364
90093043,6.2734487,-75.57899871
90093059,6.26296324,-75.59507149
90093003,6.28258379,-75.62675521
90093071,6.27782956,-75.59783466
90093096,6.27876109,-75.62876239
90093006,6.279606,-75.63079421
90093004,6.27957562,-75.63377518
900930102,6.28399367,-75.6227453
90093001,6.28308654,-75.61968352
90093082,6.27890776,-75.62110841
900930103,6.28303917,-75.61975236
90093077,6.27757866,-75.61445116
90093011,6.27891672,-75.62369357
90093024,6.27645646,-75.61999122
90093080,6.27658916,-75.61997676
90093036,6.27826859,-75.59326521
90093039,6.27489145,-75.59066808
90093057,6.25925029,-75.58731108
90093033,6.27763572,-75.59832542
90093060,6.26436363,-75.59636522
90093012,6.27852948,-75.62187274
90093029,6.27967155,-75.60706971
900930100,6.27967657,-75.63361806
90093087,6.2823147,-75.61721533
90093053,6.25379543,-75.576113
90093094,6.27968664,-75.62455802
90093078,6.2777954,-75.61586302
90093098,6.2797657,-75.63074435
90093099,6.27988181,-75.63223067
90093050,6.26033783,-75.56716124
90093026,6.27762604,-75.61579882
90093085,6.28237508,-75.61995301
900930101,6.28242209,-75.62666563
90093092,6.27857294,-75.62205101
90093005,6.27968104,-75.63216142
90093086,6.2827052,-75.6185573
90093035,6.27813836,-75.59526672
90093061,6.26765477,-75.59563765
90093072,6.27998232,-75.59987892
90093019,6.28267061,-75.61431054
90093069,6.27838106,-75.59534439
90093051,6.25582603,-75.56795549
90093018,6.2823147,-75.61721533
90093064,6.27373623,-75.59220116
90093016,6.28237508,-75.61995301
90093046,6.27605169,-75.57120257
90093076,6.27927168,-75.60929459
90093008,6.27859664,-75.62862464
90093038,6.27674986,-75.58996612
90093030,6.27890125,-75.6058358
90093028,6.27928078,-75.60909312
90093023,6.27857294,-75.62205101
90093034,6.27868985,-75.59688607
90093079,6.27765925,-75.61694663
90093095,6.27882916,-75.62728351
90093073,6.27860761,-75.60453813
90093022,6.27897559,-75.62115204
90093081,6.27852948,-75.62187274
90093090,6.28035808,-75.61770408
90093017,6.2827052,-75.6185573
90093052,6.25174741,-75.57194003
90093020,6.28125354,-75.61457989
90093015,6.28025317,-75.6217506
90093013,6.27890776,-75.62110841
90093014,6.2792444,-75.62034069
90093007,6.27844257,-75.63002332
90093049,6.26543331,-75.56625784
90093009,6.278645,-75.62728034
90093093,6.27919385,-75.6236732
90093067,6.277146,-75.59100219
90093044,6.27684491,-75.57568117
90093032,6.27975844,-75.59978095
90093070,6.27885159,-75.59701469
90093048,6.26929756,-75.56592515
90093054,6.2553256,-75.57913864
90093063,6.27249011,-75.59336652
90093042,6.2735598,-75.58223885
90093088,6.28267061,-75.61431054
90093065,6.27657035,-75.589715
90093021,6.28035808,-75.61770408
90093074,6.27915608,-75.60588301
90093075,6.27986029,-75.60718539
90093010,6.27940416,-75.62459111
90093055,6.25687544,-75.58240359
90093091,6.27897559,-75.62115204
90093025,6.2774595,-75.61684251
90093084,6.28025317,-75.6217506
90093066,6.27756994,-75.58988439
90093062,6.26997285,-75.59510775
90093027,6.27740398,-75.61439716
90093089,6.28125354,-75.61457989
90093058,6.26078291,-75.59064708
90093068,6.27836632,-75.59343643
90093083,6.2792444,-75.62034069
90093031,6.27821015,-75.60420979
90093056,6.25765811,-75.58403425
90093002,6.28414017,-75.62287465
90093047,6.27171776,-75.56587039
90093045,6.27641862,-75.57378639
90093040,6.27267703,-75.59169715
90094035,6.28465847,-75.58585743
90094027,6.26572852,-75.57500374
90094024,6.25647621,-75.57155358
90094021,6.26033783,-75.56716124
90094034,6.28249477,-75.58455527
90094031,6.27751891,-75.58162063
90094026,6.26475603,-75.56857722
90094016,6.27057352,-75.5776938
90094011,6.28270779,-75.58478883
90094015,6.27449899,-75.5791879
90094023,6.25358214,-75.5706291
90094004,6.28813149,-75.58823574
90094008,6.28340872,-75.58757945
90094028,6.26674762,-75.57618093
90094013,6.27901122,-75.58334905
90094007,6.28272633,-75.58933017
90094003,6.2923266,-75.58597898
90094039,6.28573863,-75.59065664
90094030,6.27375418,-75.57949079
90094001,6.29346566,-75.58855635
90094042,6.2924217,-75.58747564
90094018,6.26555138,-75.57498895
90094014,6.27736574,-75.58161907
90094006,6.2837631,-75.59156172
90094041,6.29218866,-75.58598687
90094022,6.25354728,-75.5676132
90094010,6.28365779,-75.58412836
90094002,6.29233649,-75.58743049
90094025,6.26171507,-75.56845346
90094036,6.28363968,-75.5873247
90094009,6.28458451,-75.58593607
90094020,6.26371244,-75.56656003
90094033,6.28111893,-75.58456314
90094037,6.28300203,-75.58927657
90094032,6.2791786,-75.58337794
90094019,6.26456108,-75.56899872
90094043,6.29344465,-75.58870946
90094017,6.26679255,-75.57651657
90094038,6.28490607,-75.5908538
90094012,6.28097105,-75.58461399
90094005,6.28578426,-75.59075576
90094029,6.27054522,-75.57716129
90094040,6.28802889,-75.58816084
90095024,6.25354728,-75.5676132
90095013,6.28066755,-75.57978223
90095019,6.26679255,-75.57651657
90095017,6.27449899,-75.5791879
90095014,6.27863415,-75.57708781
90095033,6.27566549,-75.57801962
90095037,6.28213587,-75.58115069
90095043,6.28974681,-75.59111555
90095021,6.26456108,-75.56899872
90095023,6.26033783,-75.56716124
90095007,6.28774204,-75.58881791
90095025,6.25358214,-75.5706291
90095015,6.27746944,-75.57766455
90095008,6.28684045,-75.58742127
90095027,6.26171507,-75.56845346
90095046,6.29346566,-75.58855635
90095030,6.26674762,-75.57618093
90095041,6.28782219,-75.58871027
90095045,6.29088721,-75.59042642
90095006,6.2884369,-75.59027498
90095042,6.28851999,-75.59020526
90095036,6.28094887,-75.57973499
90095018,6.27057352,-75.5776938
90095039,6.28613347,-75.58626087
90095028,6.26475603,-75.56857722
90095022,6.26371244,-75.56656003
90095020,6.26555138,-75.57498895
90095005,6.28967145,-75.59186309
90095038,6.28350336,-75.58286424
90095026,6.25647621,-75.57155358
90095032,6.27375418,-75.57949079
90095003,6.29092354,-75.59036167
90095031,6.27054522,-75.57716129
90095044,6.29172797,-75.59281494
90095004,6.29171761,-75.59290241
90095047,6.29564384,-75.58668091
90095040,6.28691894,-75.58728518
90095001,6.29572038,-75.58678849
90095034,6.27745538,-75.5776111
90095010,6.28365779,-75.58412836
90095016,6.27579455,-75.57797867
90095002,6.29344465,-75.58870946
90095035,6.27876895,-75.57696687
90095012,6.28187688,-75.58128522
90095029,6.26572852,-75.57500374
90095009,6.28636542,-75.58679453
90095011,6.28288422,-75.58254886
90096013,6.27901122,-75.58334905
90096023,6.27751891,-75.58162063
90096012,6.28097105,-75.58461399
90096015,6.27686203,-75.57793383
90096029,6.28782219,-75.58871027
90096018,6.27867745,-75.57010055
90096008,6.28774204,-75.58881791
90096010,6.2860861,-75.58643529
90096025,6.28111893,-75.58456314
90096026,6.28249477,-75.58455527
90096002,6.29344465,-75.58870946
