id_parada,latitud,longitud
90007044,6.26411413,-75.59868037
90007005,6.27141989,-75.60283825
90007029,6.24516344,-75.55296076
90007010,6.26576312,-75.6020374
90007033,6.25109302,-75.56094352
90008037,6.25008793,-75.56905045
90008025,6.24518935,-75.56736556
90008052,6.2692128,-75.60047581
90008029,6.25029105,-75.55760819
90008047,6.26641804,-75.59724869
90008013,6.26561337,-75.5994399
90008018,6.25809545,-75.58552936
90008022,6.24855473,-75.57540573
90008033,6.24739892,-75.55721928
90008005,6.27141989,-75.60283825
90008042,6.25882794,-75.58646395
90008016,6.26253429,-75.59486265
90008017,6.26012043,-75.58980712
90008044,6.26271021,-75.59468669
90008040,6.2553256,-75.57913864
90008024,6.24396756,-75.56917424
90008041,6.25683418,-75.58231743
90008039,6.25379543,-75.576113
90008002,6.2720989,-75.60579665
90008015,6.26386937,-75.59868546
90008054,6.27147528,-75.60275931
90008058,6.27245057,-75.60858263
90008026,6.24992518,-75.56410769
90008028,6.25185464,-75.56020086
90008001,6.27240252,-75.60862527
90008006,6.27012765,-75.60160766
90008030,6.24960354,-75.55471527
90008053,6.27022335,-75.60155074
90008051,6.27035104,-75.59984181
90008003,6.27226206,-75.60328228
90008046,6.26549541,-75.59943582
90008020,6.25499074,-75.57914694
90008032,6.24473345,-75.55294532
90008035,6.24530222,-75.56356587
90008034,6.24436962,-75.55908959
90008057,6.2721589,-75.60582366
90008004,6.27290483,-75.60236738
90008023,6.24535396,-75.57318588
90008019,6.25659159,-75.58247023
90008055,6.27278583,-75.60263516
90008009,6.26970688,-75.59868045
90008045,6.26411413,-75.59868037
90008050,6.27009046,-75.59860707
90008014,6.26492354,-75.60078471
90008049,6.26952361,-75.59747749
90008036,6.247326,-75.56454427
90008031,6.2471349,-75.55542027
90008043,6.26048275,-75.58994233
90008056,6.27233272,-75.60319761
90008027,6.2528954,-75.56236932
90008012,6.26651271,-75.5973042
90008007,6.2689336,-75.60053513
90008038,6.25223054,-75.57317314
90008021,6.25197231,-75.57526435
90008010,6.26914411,-75.59770169
90008008,6.26961014,-75.59986752
90008048,6.26813198,-75.59696581
90008011,6.26828774,-75.59701202
90009050,6.21438101,-75.58018607
90009042,6.19178145,-75.56688367
90009013,6.24688631,-75.59707629
90009051,6.2166995,-75.5848992
90009008,6.25702797,-75.5919362
90009023,6.21723262,-75.56451087
90009071,6.2647808,-75.595785
90009004,6.26478162,-75.59586028
90009001,6.26115601,-75.58660533
90009038,6.18397877,-75.56237422
90009006,6.26069771,-75.59113954
90009007,6.25946337,-75.59069944
90009043,6.19491626,-75.5735252
90009002,6.26260624,-75.58804303
90009003,6.26527505,-75.59226792
90009039,6.1897763,-75.56077625
90009052,6.21577828,-75.58795408
90009024,6.2147424,-75.55969637
90009017,6.23926039,-75.58453612
90009053,6.21738686,-75.58784698
90009044,6.19799539,-75.57410678
90009057,6.22831431,-75.58293149
90009073,6.2624043,-75.58797897
90009058,6.23287608,-75.58260637
90009020,6.23663173,-75.5691933
90009054,6.21781908,-75.585603
90009019,6.23820871,-75.57297066
90009059,6.23335,-75.58442544
90009060,6.23583036,-75.58730082
90009072,6.26508178,-75.59216682
90009061,6.23872423,-75.58987284
90009055,6.2207873,-75.58457421
90009062,6.24211724,-75.58687606
90009014,6.24409116,-75.59453457
90009040,6.19191734,-75.55991236
90009005,6.26253429,-75.59486265
90009063,6.24404086,-75.58812823
90009027,6.20949972,-75.55894406
90009056,6.22422262,-75.58368656
90009064,6.2460104,-75.59225716
90009029,6.20084302,-75.56363474
90009018,6.23943673,-75.58056027
90009022,6.22429781,-75.56522986
90009065,6.24925506,-75.5922407
90009011,6.25311379,-75.59665782
90009045,6.20076512,-75.57255749
90009066,6.25343496,-75.59175135
90009046,6.20657699,-75.57145891
90009021,6.22926588,-75.56666407
90009028,6.20621321,-75.56026189
90009067,6.25677673,-75.59181403
90009012,6.24963196,-75.59698076
90009026,6.21244622,-75.55854539
90009068,6.25989712,-75.59021237
90009016,6.2391514,-75.58789482
90009041,6.19120611,-75.56341187
90009069,6.26078291,-75.59064708
90009047,6.20943201,-75.57074219
90009032,6.19473527,-75.56620463
90009015,6.24118923,-75.59187554
90009033,6.18715048,-75.5694372
90009030,6.198039,-75.56547885
90009034,6.18267223,-75.57081418
90009035,6.18098206,-75.56912372
90009036,6.18149297,-75.56643176
90009048,6.21209436,-75.57135152
90009037,6.18185338,-75.56457862
90009009,6.25796981,-75.59375474
90009070,6.26271021,-75.59468669
90009049,6.21293961,-75.57333128
90009010,6.25768961,-75.59595191
90009025,6.21297522,-75.55698855
90010050,6.21475504,-75.55874287
90010035,6.19328224,-75.57139508
90010069,6.2624043,-75.58797897
90010051,6.2165455,-75.56407311
90010028,6.21122051,-75.57235037
90010053,6.22763073,-75.56565736
90010041,6.18185338,-75.56457862
90010016,6.23353076,-75.58739835
90010052,6.22453868,-75.56503629
90010044,6.1897763,-75.56077625
90010037,6.18798022,-75.56768974
90010046,6.19743744,-75.55703546
90010006,6.26003535,-75.59041234
90010011,6.25205245,-75.58817336
90010056,6.24137684,-75.56847344
90010012,6.24680087,-75.58914926
90010040,6.18149297,-75.56643176
90010004,6.26478162,-75.59586028
90010045,6.19191734,-75.55991236
90010062,6.25223054,-75.57317314
90010018,6.22824207,-75.58324369
90010019,6.2247484,-75.58407136
90010003,6.26527505,-75.59226792
90010020,6.22114138,-75.58495228
90010043,6.18467533,-75.56123798
90010017,6.23301104,-75.5828424
90010039,6.18098206,-75.56912372
90010023,6.21625942,-75.58463904
90010002,6.26260624,-75.58804303
90010001,6.26115601,-75.58660533
90010025,6.21210316,-75.5765001
90010038,6.18442766,-75.57049213
90010055,6.23683743,-75.56908234
90010064,6.25687544,-75.58240359
90010015,6.2391514,-75.58789482
90010047,6.20209896,-75.5561543
90010060,6.25262493,-75.56813327
90010024,6.21414075,-75.58031211
90010063,6.2553256,-75.57913864
90010066,6.26078291,-75.59064708
90010049,6.21189809,-75.55525669
90010014,6.24111537,-75.58826992
90010032,6.20059126,-75.57299899
90010034,6.19503343,-75.57432612
90010031,6.20306588,-75.57199308
90010054,6.23361046,-75.56719127
90010030,6.20671907,-75.57170256
90010007,6.25702797,-75.5919362
90010027,6.21289296,-75.57560709
90010021,6.21577828,-75.58795408
90010008,6.25796981,-75.59375474
90010059,6.24983202,-75.56606276
90010036,6.19139407,-75.56760186
90010022,6.21738686,-75.58784698
90010057,6.24654632,-75.56508237
90010005,6.26069771,-75.59113954
90010067,6.2647808,-75.595785
90010058,6.2490948,-75.56446045
90010026,6.2097909,-75.57672064
90010009,6.25785157,-75.59557605
90010065,6.25925029,-75.58731108
90010013,6.24373757,-75.58810905
90010029,6.21015712,-75.57080527
90010068,6.26508178,-75.59216682
90010010,6.25516391,-75.59364781
90010033,6.19855945,-75.5741409
90010048,6.20665031,-75.55487819
90010042,6.18397877,-75.56237422
90010061,6.25294974,-75.57052215
90011004,6.28066755,-75.57978223
90011019,6.25636055,-75.56611718
90011018,6.26033783,-75.56716124
90011061,6.27989903,-75.5871781
90011050,6.26685726,-75.60106611
90011042,6.25683418,-75.58231743
90011062,6.28155279,-75.58602407
90011007,6.28074667,-75.58439015
90011059,6.27657035,-75.589715
90011056,6.27311585,-75.59303614
90011016,6.26456108,-75.56899872
90011037,6.24468438,-75.57027549
90011047,6.2638623,-75.59723294
90011009,6.28066755,-75.57978223
90011010,6.27749361,-75.58120889
90011057,6.27373623,-75.59220116
90011034,6.23604407,-75.57327424
90011025,6.24406629,-75.56447799
90011045,6.26078291,-75.59064708
90011028,6.24101782,-75.56931733
90011032,6.23231948,-75.57271214
90011024,6.24696089,-75.56304081
90011046,6.26271021,-75.59468669
90011066,6.27961165,-75.57933356
90011003,6.28349704,-75.58155914
90011068,6.28352314,-75.5814422
90011069,6.28489149,-75.58199821
90011036,6.24232977,-75.57064188
90011008,6.28249477,-75.58455527
90011027,6.24172147,-75.56739165
90011063,6.28097105,-75.58461399
90011012,6.27382041,-75.57966364
90011031,6.23210927,-75.57012656
90011054,6.26881092,-75.59662856
90011017,6.26371244,-75.56656003
90011022,6.25109302,-75.56094352
90011053,6.26702262,-75.59724372
90011041,6.25524765,-75.5813184
90011044,6.25925029,-75.58731108
90011001,6.28651599,-75.58225142
90011035,6.23833603,-75.57226668
90011020,6.25508204,-75.56322814
90011029,6.23981239,-75.57032213
90011026,6.2438331,-75.56645823
90011005,6.27749361,-75.58120889
90011048,6.2649318,-75.60051311
90011033,6.23511438,-75.57232203
90011067,6.28169723,-75.58060134
90011065,6.2777472,-75.5807152
90011049,6.26583522,-75.60182504
90011030,6.23478537,-75.57031379
90011070,6.2870918,-75.58204616
90011058,6.27510533,-75.59037515
90011052,6.26589971,-75.59859514
90011064,6.27945727,-75.58383614
90011051,6.26561312,-75.59989196
90011039,6.24912961,-75.58312124
90011015,6.26555138,-75.57498895
90011013,6.271126,-75.57836182
90011060,6.27838588,-75.58805791
90011006,6.27878521,-75.58295053
90011021,6.25297841,-75.56187283
90011040,6.25240472,-75.58257041
